seed,rank_effect_without_domain_pp,rank_effect_with_domain_pp,domain_effect_fixed_rank_pp,domain_effect_adaptive_rank_pp,rank_main_effect_pp,domain_main_effect_pp,interaction_pp
42,-5.209999999999999,-5.51,0.5199999999999996,0.21999999999999886,-5.359999999999999,0.3699999999999992,-0.3000000000000007
43,-2.139999999999999,-2.75,1.4700000000000006,0.8599999999999994,-2.4449999999999994,1.165,-0.6100000000000012
44,-5.27,-3.3999999999999986,-1.700000000000001,0.16999999999999993,-4.334999999999999,-0.7650000000000006,1.870000000000001
