seed,method,round,full_test_accuracy_percent,full_test_correct,n_test,train_loss,training_factor_bytes,control_bytes,assembly_bytes
43,fedavg16,17,15.28,1528,10000,2.051638577930927,1175040,0,0
43,fedavg16,18,15.7,1570,10000,2.008339199175835,1175040,0,0
43,fedavg16,19,15.809999999999999,1581,10000,1.974756868338585,1175040,0,0
43,fedavg16,20,16.68,1668,10000,1.9496610392653941,1175040,0,0
43,fedavg16,21,17.26,1726,10000,1.9331203725850583,1175040,0,0
43,fedavg16,22,17.65,1765,10000,1.9031363181841374,1175040,0,0
43,fedavg16,23,17.810000000000002,1781,10000,1.8788794490981102,1175040,0,0
43,fedavg16,24,18.2,1820,10000,1.8649912342858315,1175040,0,0
43,fedavg16,25,18.54,1854,10000,1.8468190700006486,1175040,0,0
43,fedavg16,26,19.11,1911,10000,1.8260069551372529,1175040,0,0
43,fedavg16,27,19.82,1982,10000,1.8157955876517295,1175040,0,0
43,fedavg16,28,20.09,2009,10000,1.7958991635131836,1175040,0,0
43,fedavg16,29,19.82,1982,10000,1.778289221819639,1175040,0,0
43,fedavg16,30,19.89,1989,10000,1.7772483162009716,1175040,0,0
43,fixed_domain,1,0.97,97,10000,3.509943337378502,685440,109172784,2867312
43,fixed_domain,2,2.03,203,10000,2.7434200170850755,685440,109172784,2867312
43,fixed_domain,3,3.7699999999999996,377,10000,2.2534595231103896,685440,109172784,2867312
43,fixed_domain,4,4.8,480,10000,1.9551074982571601,685440,109172784,2867312
43,fixed_domain,5,4.79,479,10000,1.7857446794342995,685440,109172784,2867312
43,fixed_domain,6,5.489999999999999,549,10000,1.6803069356191158,685440,109172784,2867312
43,fixed_domain,7,6.23,623,10000,1.6081294299578666,685440,109172784,2867312
43,fixed_domain,8,6.83,683,10000,1.5530276721453666,685440,109172784,2867312
43,fixed_domain,9,7.35,735,10000,1.5140335037636756,685440,109172784,2867312
43,fixed_domain,10,7.53,753,10000,1.4877120731031894,685440,109172784,2867312
43,fixed_domain,11,7.91,791,10000,1.4695568084084987,685440,109172784,2867312
43,fixed_domain,12,8.36,836,10000,1.4557930414193123,685440,109172784,2867312
43,fixed_domain,13,8.6,860,10000,1.4397136173439027,685440,109172784,2867312
43,fixed_domain,14,9.43,943,10000,1.4220302535629272,685440,109172784,2867312
43,fixed_domain,15,9.91,991,10000,1.4126208783769607,685440,109172784,2867312
43,fixed_domain,16,10.209999999999999,1021,10000,1.4097991840219497,685440,109172784,2867312
43,fixed_domain,17,10.56,1056,10000,1.4224470084714889,685440,109172784,2867312
43,fixed_domain,18,10.97,1097,10000,1.4206100821554661,685440,109172784,2867312
43,fixed_domain,19,11.26,1126,10000,1.4301401989293099,685440,109172784,2867312
43,fixed_domain,20,11.110000000000001,1111,10000,1.4244724579253794,685440,109172784,2867312
43,fixed_domain,21,11.39,1139,10000,1.4212168906217812,685440,109172784,2867312
43,fixed_domain,22,11.21,1121,10000,1.419960842912197,685440,109172784,2867312
43,fixed_domain,23,11.65,1165,10000,1.4107232795107365,685440,109172784,2867312
43,fixed_domain,24,11.53,1153,10000,1.4061439714735746,685440,109172784,2867312
43,fixed_domain,25,11.690000000000001,1169,10000,1.408970187792778,685440,109172784,2867312
43,fixed_domain,26,11.64,1164,10000,1.404464184912443,685440,109172784,2867312
43,fixed_domain,27,11.42,1142,10000,1.4001732717561721,685440,109172784,2867312
43,fixed_domain,28,11.600000000000001,1160,10000,1.3948746899276971,685440,109172784,2867312
43,fixed_domain,29,11.67,1167,10000,1.3865299603903294,685440,109172784,2867312
43,fixed_domain,30,11.84,1184,10000,1.3867071707116068,685440,109172784,2867312
43,fixed_quality,1,0.9299999999999999,93,10000,3.509943337378502,685440,6384,2867312
43,fixed_quality,2,1.6400000000000001,164,10000,2.7551573487854,685440,6384,2867312
43,fixed_quality,3,3.0,300,10000,2.2636782385110856,685440,6384,2867312
43,fixed_quality,4,4.130000000000001,413,10000,1.9693456787872314,685440,6384,2867312
43,fixed_quality,5,4.390000000000001,439,10000,1.7927284732806683,685440,6384,2867312
43,fixed_quality,6,5.2,520,10000,1.687103094010353,685440,6384,2867312
43,fixed_quality,7,5.949999999999999,595,10000,1.6078640785431861,685440,6384,2867312
43,fixed_quality,8,6.47,647,10000,1.555490514496565,685440,6384,2867312
43,fixed_quality,9,7.01,701,10000,1.52043852668643,685440,6384,2867312
43,fixed_quality,10,7.26,726,10000,1.4935221214818954,685440,6384,2867312
43,fixed_quality,11,7.340000000000001,734,10000,1.480071209206581,685440,6384,2867312
43,fixed_quality,12,7.960000000000001,796,10000,1.470806934140399,685440,6384,2867312
43,fixed_quality,13,8.17,817,10000,1.4615566702902316,685440,6384,2867312
43,fixed_quality,14,8.959999999999999,896,10000,1.4513684596860408,685440,6384,2867312
43,fixed_quality,15,9.6,960,10000,1.4441547730398179,685440,6384,2867312
43,fixed_quality,16,9.9,990,10000,1.4357711607849597,685440,6384,2867312
43,fixed_quality,17,10.100000000000001,1010,10000,1.4335529597252608,685440,6384,2867312
43,fixed_quality,18,10.47,1047,10000,1.423008549206257,685440,6384,2867312
43,fixed_quality,19,10.71,1071,10000,1.4185432600241898,685440,6384,2867312
43,fixed_quality,20,10.77,1077,10000,1.404734687755108,685440,6384,2867312
43,fixed_quality,21,10.530000000000001,1053,10000,1.3986709825235606,685440,6384,2867312
43,fixed_quality,22,10.440000000000001,1044,10000,1.3958302229005097,685440,6384,2867312
43,fixed_quality,23,10.85,1085,10000,1.3915061319744586,685440,6384,2867312
43,fixed_quality,24,10.6,1060,10000,1.3817880207657813,685440,6384,2867312
43,fixed_quality,25,10.879999999999999,1088,10000,1.3881788227128982,685440,6384,2867312
43,fixed_quality,26,10.34,1034,10000,1.3798005352461338,685440,6384,2867312
43,fixed_quality,27,10.52,1052,10000,1.3750872102022171,685440,6384,2867312
43,fixed_quality,28,10.51,1051,10000,1.36846583309114,685440,6384,2867312
43,fixed_quality,29,10.74,1074,10000,1.3577318217673897,685440,6384,2867312
43,fixed_quality,30,10.37,1037,10000,1.3539672662353515,685440,6384,2867312
43,mh16,1,0.88,88,10000,3.488001266756058,1175040,0,2867312
43,mh16,2,1.49,149,10000,2.766196413397789,1175040,0,2867312
43,mh16,3,2.3,230,10000,2.2599815433216093,1175040,0,2867312
43,mh16,4,3.7800000000000002,378,10000,1.8994171955227852,1175040,0,2867312
43,mh16,5,5.029999999999999,503,10000,1.6502576826918125,1175040,0,2867312
43,mh16,6,6.3,630,10000,1.4897327434253693,1175040,0,2867312
43,mh16,7,7.62,762,10000,1.3757530321323872,1175040,0,2867312
43,mh16,8,7.99,799,10000,1.288731805357933,1175040,0,2867312
43,mh16,9,9.11,911,10000,1.2221956360507011,1175040,0,2867312
43,mh16,10,9.81,981,10000,1.1707078543537854,1175040,0,2867312
43,mh16,11,10.18,1018,10000,1.130801398769617,1175040,0,2867312
43,mh16,12,10.8,1080,10000,1.0990252441854402,1175040,0,2867312
43,mh16,13,11.469999999999999,1147,10000,1.0748937697184087,1175040,0,2867312
43,mh16,14,12.9,1290,10000,1.0493223904323579,1175040,0,2867312
43,mh16,15,13.350000000000001,1335,10000,1.0315113777327538,1175040,0,2867312
43,mh16,16,13.900000000000002,1390,10000,1.0145083736503124,1175040,0,2867312
43,mh16,17,14.31,1431,10000,0.9999419861751795,1175040,0,2867312
43,mh16,18,14.540000000000001,1454,10000,0.9898178540241719,1175040,0,2867312
43,mh16,19,14.29,1429,10000,0.9819103169953823,1175040,0,2867312
43,mh16,20,14.62,1462,10000,0.9691168534040451,1175040,0,2867312
43,mh16,21,15.28,1528,10000,0.9603783828404546,1175040,0,2867312
43,mh16,22,15.47,1547,10000,0.9517452473056316,1175040,0,2867312
43,mh16,23,15.709999999999999,1571,10000,0.9438196920633316,1175040,0,2867312
43,mh16,24,15.9,1590,10000,0.9395601932448149,1175040,0,2867312
43,mh16,25,16.31,1631,10000,0.9378620963156223,1175040,0,2867312
43,mh16,26,16.220000000000002,1622,10000,0.9331137183834612,1175040,0,2867312
43,mh16,27,16.2,1620,10000,0.9311257773804664,1175040,0,2867312
43,mh16,28,16.71,1671,10000,0.9270088319176435,1175040,0,2867312
43,mh16,29,16.54,1654,10000,0.9233959955334663,1175040,0,2867312
43,mh16,30,16.72,1672,10000,0.921530321648568,1175040,0,2867312
43,mh_sample,1,0.8999999999999999,90,10000,3.509943337378502,685440,0,2867312
43,mh_sample,2,1.37,137,10000,2.723402657046318,685440,0,2867312
43,mh_sample,3,2.02,202,10000,2.262832500743866,685440,0,2867312
43,mh_sample,4,2.91,291,10000,1.976255559346676,685440,0,2867312
43,mh_sample,5,3.34,334,10000,1.7867175198829175,685440,0,2867312
43,mh_sample,6,4.07,407,10000,1.6667168107044696,685440,0,2867312
43,mh_sample,7,4.569999999999999,457,10000,1.5791006656908988,685440,0,2867312
43,mh_sample,8,5.0200000000000005,502,10000,1.5183324001717566,685440,0,2867312
43,mh_sample,9,5.489999999999999,549,10000,1.4771568012142182,685440,0,2867312
43,mh_sample,10,5.8500000000000005,585,10000,1.4452029432368279,685440,0,2867312
43,mh_sample,11,5.83,583,10000,1.4227160523736477,685440,0,2867312
43,mh_sample,12,6.04,604,10000,1.4054753237751871,685440,0,2867312
43,mh_sample,13,6.140000000000001,614,10000,1.3940742539584636,685440,0,2867312
43,mh_sample,14,6.43,643,10000,1.3784343849647045,685440,0,2867312
43,mh_sample,15,6.61,661,10000,1.3674444305682183,685440,0,2867312
43,mh_sample,16,6.77,677,10000,1.3546007297819853,685440,0,2867312
43,mh_sample,17,6.72,672,10000,1.3407588275456428,685440,0,2867312
43,mh_sample,18,7.01,701,10000,1.3294062631118297,685440,0,2867312
43,mh_sample,19,7.23,723,10000,1.3295266961348058,685440,0,2867312
43,mh_sample,20,7.539999999999999,754,10000,1.3202421882355213,685440,0,2867312
43,mh_sample,21,7.720000000000001,772,10000,1.313492153994739,685440,0,2867312
43,mh_sample,22,8.200000000000001,820,10000,1.3166412939667702,685440,0,2867312
43,mh_sample,23,8.49,849,10000,1.3120161935985089,685440,0,2867312
43,mh_sample,24,8.219999999999999,822,10000,1.3139350109493733,685440,0,2867312
43,mh_sample,25,8.5,850,10000,1.3141468002676964,685440,0,2867312
43,mh_sample,26,8.39,839,10000,1.308863871525526,685440,0,2867312
43,mh_sample,27,8.66,866,10000,1.3119331064581872,685440,0,2867312
43,mh_sample,28,8.67,867,10000,1.310115988767147,685440,0,2867312
43,mh_sample,29,8.790000000000001,879,10000,1.303163850556612,685440,0,2867312
43,mh_sample,30,8.61,861,10000,1.2973780564066768,685440,0,2867312
43,pooled,1,44.0,4400,10000,2.8686619747543336,0,0,0
43,pooled,2,50.349999999999994,5035,10000,1.8083399543762206,0,0,0
43,pooled,3,51.99,5199,10000,1.6400968603134156,0,0,0
43,pooled,4,53.47,5347,10000,1.568921680831909,0,0,0
43,pooled,5,54.269999999999996,5427,10000,1.525489001083374,0,0,0
43,pooled,6,54.24,5424,10000,1.4935359607696532,0,0,0
43,pooled,7,55.02,5502,10000,1.4709178014755249,0,0,0
43,pooled,8,55.620000000000005,5562,10000,1.4536965335464478,0,0,0
43,pooled,9,55.2,5520,10000,1.4393169750595092,0,0,0
43,pooled,10,56.010000000000005,5601,10000,1.4289918238067627,0,0,0
43,pooled,11,55.95,5595,10000,1.4179397438812256,0,0,0
43,pooled,12,56.39999999999999,5640,10000,1.4097820346069336,0,0,0
43,pooled,13,56.54,5654,10000,1.4028316256332398,0,0,0
43,pooled,14,56.49999999999999,5650,10000,1.3938363661956787,0,0,0
43,pooled,15,56.79,5679,10000,1.3881571867752076,0,0,0
43,pooled,16,56.58,5658,10000,1.3824921644210815,0,0,0
43,pooled,17,56.76,5676,10000,1.3789792462158204,0,0,0
43,pooled,18,56.730000000000004,5673,10000,1.3739511029434204,0,0,0
43,pooled,19,57.550000000000004,5755,10000,1.368596698074341,0,0,0
43,pooled,20,56.57,5657,10000,1.3650966987228395,0,0,0
43,pooled,21,56.97,5697,10000,1.3617016096496581,0,0,0
43,pooled,22,56.910000000000004,5691,10000,1.3596786405181884,0,0,0
43,pooled,23,57.589999999999996,5759,10000,1.3561709966659545,0,0,0
43,pooled,24,57.48,5748,10000,1.3535422147750855,0,0,0
43,pooled,25,57.099999999999994,5710,10000,1.348537391090393,0,0,0
43,pooled,26,57.21000000000001,5721,10000,1.348805661087036,0,0,0
43,pooled,27,57.48,5748,10000,1.3467262530136108,0,0,0
43,pooled,28,57.34,5734,10000,1.3427975043487548,0,0,0
43,pooled,29,57.29,5729,10000,1.3423385115814208,0,0,0
43,pooled,30,56.63,5663,10000,1.3387717792892455,0,0,0
43,pooled_reset,1,44.0,4400,10000,2.8686619747543336,0,0,0
43,pooled_reset,2,50.14999999999999,5015,10000,1.8185444710540772,0,0,0
43,pooled_reset,3,51.71,5171,10000,1.6545941306304932,0,0,0
43,pooled_reset,4,53.12,5312,10000,1.5830262777328492,0,0,0
43,pooled_reset,5,53.910000000000004,5391,10000,1.5384893685150147,0,0,0
43,pooled_reset,6,54.14,5414,10000,1.5052659433746338,0,0,0
43,pooled_reset,7,54.85,5485,10000,1.48182153591156,0,0,0
43,pooled_reset,8,55.47,5547,10000,1.4633892580032348,0,0,0
43,pooled_reset,9,54.879999999999995,5488,10000,1.448184698791504,0,0,0
43,pooled_reset,10,55.76,5576,10000,1.4371448893737793,0,0,0
43,pooled_reset,11,55.87,5587,10000,1.4266409310913086,0,0,0
43,pooled_reset,12,56.28999999999999,5629,10000,1.4179422967910766,0,0,0
43,pooled_reset,13,56.37,5637,10000,1.4103149526596068,0,0,0
43,pooled_reset,14,56.599999999999994,5660,10000,1.400726674308777,0,0,0
43,pooled_reset,15,56.68,5668,10000,1.395340074195862,0,0,0
43,pooled_reset,16,56.53,5653,10000,1.388929264717102,0,0,0
43,pooled_reset,17,56.769999999999996,5677,10000,1.3855056799697876,0,0,0
43,pooled_reset,18,56.69,5669,10000,1.3802191104888917,0,0,0
43,pooled_reset,19,57.46,5746,10000,1.3748540060424805,0,0,0
43,pooled_reset,20,56.43,5643,10000,1.3706618578720093,0,0,0
43,pooled_reset,21,57.03,5703,10000,1.3671530153656006,0,0,0
43,pooled_reset,22,57.19,5719,10000,1.365352786102295,0,0,0
43,pooled_reset,23,57.57,5757,10000,1.3612496147155762,0,0,0
43,pooled_reset,24,57.4,5740,10000,1.358682889328003,0,0,0
43,pooled_reset,25,56.99999999999999,5700,10000,1.353862495956421,0,0,0
43,pooled_reset,26,57.199999999999996,5720,10000,1.353643508682251,0,0,0
43,pooled_reset,27,57.50999999999999,5751,10000,1.35173897605896,0,0,0
43,pooled_reset,28,57.29,5729,10000,1.3479885460281371,0,0,0
43,pooled_reset,29,57.43000000000001,5743,10000,1.3471239120864869,0,0,0
43,pooled_reset,30,56.599999999999994,5660,10000,1.3434668453598022,0,0,0
44,adaptive_domain,1,0.73,73,10000,3.4054362791967394,685440,109172784,2867312
44,adaptive_domain,2,1.0,100,10000,2.6956768904471398,685440,109172784,2867312
44,adaptive_domain,3,1.81,181,10000,2.2658689475655556,685440,109172784,2867312
44,adaptive_domain,4,2.39,239,10000,2.0228965456604957,489600,109172784,2867312
44,adaptive_domain,5,2.93,293,10000,1.8793871116065979,489600,109172784,2867312
44,adaptive_domain,6,3.0300000000000002,303,10000,1.9101277160525323,342720,109172784,2867312
44,adaptive_domain,7,3.2300000000000004,323,10000,1.9439298292148113,362304,109172784,2867312
44,adaptive_domain,8,3.16,316,10000,1.9181213680410385,381888,109172784,2867312
44,adaptive_domain,9,3.05,305,10000,1.8518189490723609,381888,109172784,2867312
44,adaptive_domain,10,3.05,305,10000,1.881547829464674,362304,109172784,2867312
44,adaptive_domain,11,3.1,310,10000,1.9018621659266948,372096,109172784,2867312
44,adaptive_domain,12,3.16,316,10000,1.9177057333350183,362304,109172784,2867312
44,adaptive_domain,13,3.53,353,10000,1.8860730643551051,381888,109172784,2867312
44,adaptive_domain,14,3.58,358,10000,1.8615997018635273,372096,109172784,2867312
44,adaptive_domain,15,3.6700000000000004,367,10000,1.8603528878748417,362304,109172784,2867312
44,adaptive_domain,16,4.06,406,10000,1.8752270108795166,372096,109172784,2867312
44,adaptive_domain,17,4.21,421,10000,1.8877973240435124,362304,109172784,2867312
44,adaptive_domain,18,4.31,431,10000,1.853188702969551,381888,109172784,2867312
44,adaptive_domain,19,4.3999999999999995,440,10000,1.828764172501564,372096,109172784,2867312
44,adaptive_domain,20,4.45,445,10000,1.8061284924173355,362304,109172784,2867312
44,adaptive_domain,21,4.64,464,10000,1.8582980604958534,352512,109172784,2867312
44,adaptive_domain,22,4.569999999999999,457,10000,1.964175213006735,362304,109172784,2867312
44,adaptive_domain,23,4.82,482,10000,1.8892667702436448,381888,109172784,2867312
44,adaptive_domain,24,4.89,489,10000,1.8161917608571052,381888,109172784,2867312
44,adaptive_domain,25,4.83,483,10000,1.7808910326421261,362304,109172784,2867312
44,adaptive_domain,26,4.8,480,10000,1.7443531293070316,362304,109172784,2867312
44,adaptive_domain,27,4.83,483,10000,1.8918558953726292,342720,109172784,2867312
44,adaptive_domain,28,4.87,487,10000,1.8853117270600797,362304,109172784,2867312
44,adaptive_domain,29,4.95,495,10000,1.8544911578524113,381888,109172784,2867312
44,adaptive_domain,30,5.07,507,10000,1.7783217922651768,372096,109172784,2867312
44,adaptive_quality,1,0.63,63,10000,3.4054362791967394,685440,6384,2867312
44,adaptive_quality,2,1.03,103,10000,2.702753206861019,685440,6384,2867312
44,adaptive_quality,3,1.81,181,10000,2.2598643694090845,685440,6384,2867312
44,adaptive_quality,4,2.4,240,10000,2.013298189816475,489600,6384,2867312
44,adaptive_quality,5,2.83,283,10000,1.8709003221344949,489600,6384,2867312
44,adaptive_quality,6,2.82,282,10000,1.909217129020691,342720,6384,2867312
44,adaptive_quality,7,3.11,311,10000,1.9528132255207002,362304,6384,2867312
44,adaptive_quality,8,3.19,319,10000,1.9280729590690135,381888,6384,2867312
44,adaptive_quality,9,2.9899999999999998,299,10000,1.8666604895496368,381888,6384,2867312
44,adaptive_quality,10,2.93,293,10000,1.8973229967093468,362304,6384,2867312
44,adaptive_quality,11,3.04,304,10000,1.9246647336149216,372096,6384,2867312
44,adaptive_quality,12,3.18,318,10000,1.9515126905953883,362304,6384,2867312
44,adaptive_quality,13,3.63,363,10000,1.9326058065457643,381888,6384,2867312
44,adaptive_quality,14,3.9,390,10000,1.866566019320488,381888,6384,2867312
44,adaptive_quality,15,3.95,395,10000,1.844611753525734,362304,6384,2867312
44,adaptive_quality,16,4.26,426,10000,1.8351879109048843,362304,6384,2867312
44,adaptive_quality,17,4.34,434,10000,1.958704444487095,342720,6384,2867312
44,adaptive_quality,18,4.73,473,10000,1.9825209780669213,381888,6384,2867312
44,adaptive_quality,19,4.6,460,10000,1.8757634674799442,381888,6384,2867312
44,adaptive_quality,20,4.77,477,10000,1.816901969230175,372096,6384,2867312
44,adaptive_quality,21,4.81,481,10000,1.803984669097662,362304,6384,2867312
44,adaptive_quality,22,4.9,490,10000,1.8697076768565177,352512,6384,2867312
44,adaptive_quality,23,4.83,483,10000,1.9619975278353692,362304,6384,2867312
44,adaptive_quality,24,5.029999999999999,503,10000,1.9542251378452777,381888,6384,2867312
44,adaptive_quality,25,5.16,516,10000,1.8503902586650849,372096,6384,2867312
44,adaptive_quality,26,5.029999999999999,503,10000,1.7979614119172096,372096,6384,2867312
44,adaptive_quality,27,4.99,499,10000,1.8879287926924229,352512,6384,2867312
44,adaptive_quality,28,5.11,511,10000,1.8736512079811096,372096,6384,2867312
44,adaptive_quality,29,5.1,510,10000,1.8614530336916446,362304,6384,2867312
44,adaptive_quality,30,4.9,490,10000,1.8226209947192669,352512,6384,2867312
44,fedavg16,1,0.69,69,10000,3.4065445811986925,1175040,0,0
44,fedavg16,2,0.86,86,10000,3.2415949669599535,1175040,0,0
44,fedavg16,3,1.0,100,10000,3.132421264271736,1175040,0,0
44,fedavg16,4,1.39,139,10000,3.0383367340564726,1175040,0,0
44,fedavg16,5,2.1999999999999997,220,10000,2.9182446125364305,1175040,0,0
44,fedavg16,6,3.36,336,10000,2.7995202921915054,1175040,0,0
44,fedavg16,7,5.4399999999999995,544,10000,2.679836871795654,1175040,0,0
44,fedavg16,8,7.07,707,10000,2.559810831408501,1175040,0,0
44,fedavg16,9,8.75,875,10000,2.4627011806321146,1175040,0,0
44,fedavg16,10,9.69,969,10000,2.3753031583762168,1175040,0,0
44,fedavg16,11,10.77,1077,10000,2.294350647263527,1175040,0,0
44,fedavg16,12,13.139999999999999,1314,10000,2.2115314869117735,1175040,0,0
44,fedavg16,13,13.68,1368,10000,2.1609647731232644,1175040,0,0
44,fedavg16,14,14.330000000000002,1433,10000,2.1121445541238786,1175040,0,0
44,fedavg16,15,14.71,1471,10000,2.0586904067301752,1175040,0,0
44,fedavg16,16,15.49,1549,10000,2.0190863449430467,1175040,0,0
44,fedavg16,17,15.740000000000002,1574,10000,1.9753327591097354,1175040,0,0
44,fedavg16,18,16.13,1613,10000,1.9451771172523498,1175040,0,0
44,fedavg16,19,16.830000000000002,1683,10000,1.9145616000819206,1175040,0,0
44,fedavg16,20,17.130000000000003,1713,10000,1.8918369722223283,1175040,0,0
44,fedavg16,21,17.549999999999997,1755,10000,1.863453648660183,1175040,0,0
44,fedavg16,22,17.380000000000003,1738,10000,1.8510677816104888,1175040,0,0
44,fedavg16,23,17.549999999999997,1755,10000,1.8316214961755275,1175040,0,0
44,fedavg16,24,17.919999999999998,1792,10000,1.8119925586390495,1175040,0,0
44,fedavg16,25,17.54,1754,10000,1.7978727941441537,1175040,0,0
44,fedavg16,26,17.669999999999998,1767,10000,1.7846580672216414,1175040,0,0
44,fedavg16,27,17.84,1784,10000,1.766367902599573,1175040,0,0
44,fedavg16,28,18.5,1850,10000,1.7546522805929183,1175040,0,0
44,fedavg16,29,18.990000000000002,1899,10000,1.7323546476376057,1175040,0,0
44,fedavg16,30,19.72,1972,10000,1.7228794473075866,1175040,0,0
44,fixed_domain,1,0.73,73,10000,3.4054362791967394,685440,109172784,2867312
44,fixed_domain,2,1.0,100,10000,2.6956768904471398,685440,109172784,2867312
44,fixed_domain,3,1.81,181,10000,2.2658689475655556,685440,109172784,2867312
44,fixed_domain,4,2.5,250,10000,1.9856442332434654,685440,109172784,2867312
44,fixed_domain,5,3.04,304,10000,1.8107500045871734,685440,109172784,2867312
44,fixed_domain,6,3.51,351,10000,1.703594299352169,685440,109172784,2867312
44,fixed_domain,7,3.88,388,10000,1.6293992290043087,685440,109172784,2867312
44,fixed_domain,8,4.33,433,10000,1.5836289979749918,685440,109172784,2867312
44,fixed_domain,9,4.7,470,10000,1.5541407183670997,685440,109172784,2867312
44,fixed_domain,10,5.0200000000000005,502,10000,1.528323503626585,685440,109172784,2867312
44,fixed_domain,11,5.54,554,10000,1.50819553001523,685440,109172784,2867312
44,fixed_domain,12,5.7299999999999995,573,10000,1.5018523350584507,685440,109172784,2867312
44,fixed_domain,13,5.94,594,10000,1.496638155857697,685440,109172784,2867312
44,fixed_domain,14,6.3100000000000005,631,10000,1.48722161318779,685440,109172784,2867312
44,fixed_domain,15,6.63,663,10000,1.4877965650182963,685440,109172784,2867312
44,fixed_domain,16,6.68,668,10000,1.4801948631191253,685440,109172784,2867312
44,fixed_domain,17,6.9,690,10000,1.477277858827114,685440,109172784,2867312
44,fixed_domain,18,7.180000000000001,718,10000,1.4774480442583562,685440,109172784,2867312
44,fixed_domain,19,7.449999999999999,745,10000,1.4800601183080673,685440,109172784,2867312
44,fixed_domain,20,7.57,757,10000,1.4806967022359372,685440,109172784,2867312
44,fixed_domain,21,7.720000000000001,772,10000,1.4727421651744843,685440,109172784,2867312
44,fixed_domain,22,7.66,766,10000,1.4741553318458795,685440,109172784,2867312
44,fixed_domain,23,7.95,795,10000,1.4737535389959813,685440,109172784,2867312
44,fixed_domain,24,8.110000000000001,811,10000,1.4661943723905086,685440,109172784,2867312
44,fixed_domain,25,8.42,842,10000,1.4710049035274984,685440,109172784,2867312
44,fixed_domain,26,8.36,836,10000,1.466032458949089,685440,109172784,2867312
44,fixed_domain,27,8.48,848,10000,1.4564014258337021,685440,109172784,2867312
44,fixed_domain,28,8.7,870,10000,1.4581236931163073,685440,109172784,2867312
44,fixed_domain,29,8.74,874,10000,1.4484531290447713,685440,109172784,2867312
44,fixed_domain,30,8.469999999999999,847,10000,1.442988177253008,685440,109172784,2867312
44,fixed_quality,1,0.63,63,10000,3.4054362791967394,685440,6384,2867312
44,fixed_quality,2,1.03,103,10000,2.702753206861019,685440,6384,2867312
44,fixed_quality,3,1.81,181,10000,2.2598643694090845,685440,6384,2867312
44,fixed_quality,4,2.4899999999999998,249,10000,1.9773571775460244,685440,6384,2867312
44,fixed_quality,5,3.06,306,10000,1.7960952203631402,685440,6384,2867312
44,fixed_quality,6,3.4099999999999997,341,10000,1.6868091141462327,685440,6384,2867312
44,fixed_quality,7,3.6700000000000004,367,10000,1.616711883643046,685440,6384,2867312
44,fixed_quality,8,4.109999999999999,411,10000,1.5710528012996912,685440,6384,2867312
44,fixed_quality,9,4.4799999999999995,448,10000,1.5437324580824374,685440,6384,2867312
44,fixed_quality,10,4.71,471,10000,1.521236947490573,685440,6384,2867312
44,fixed_quality,11,5.3100000000000005,531,10000,1.5035085168600082,685440,6384,2867312
44,fixed_quality,12,5.52,552,10000,1.497582922207117,685440,6384,2867312
44,fixed_quality,13,6.12,612,10000,1.4967589021707326,685440,6384,2867312
44,fixed_quality,14,6.550000000000001,655,10000,1.4927945710253716,685440,6384,2867312
44,fixed_quality,15,6.93,693,10000,1.4938012501740456,685440,6384,2867312
44,fixed_quality,16,7.380000000000001,738,10000,1.4888531647229195,685440,6384,2867312
44,fixed_quality,17,8.0,800,10000,1.490770726003647,685440,6384,2867312
44,fixed_quality,18,8.649999999999999,865,10000,1.4845782897150517,685440,6384,2867312
44,fixed_quality,19,9.02,902,10000,1.4841197507333757,685440,6384,2867312
44,fixed_quality,20,9.04,904,10000,1.4788018013191224,685440,6384,2867312
44,fixed_quality,21,9.29,929,10000,1.4722035919344425,685440,6384,2867312
44,fixed_quality,22,9.09,909,10000,1.467485282559991,685440,6384,2867312
44,fixed_quality,23,9.48,948,10000,1.466771891770363,685440,6384,2867312
44,fixed_quality,24,9.77,977,10000,1.4627167045915126,685440,6384,2867312
44,fixed_quality,25,9.87,987,10000,1.4675837560486793,685440,6384,2867312
44,fixed_quality,26,9.87,987,10000,1.4692738393080234,685440,6384,2867312
44,fixed_quality,27,10.24,1024,10000,1.4671993626308442,685440,6384,2867312
44,fixed_quality,28,10.32,1032,10000,1.4772546615940332,685440,6384,2867312
44,fixed_quality,29,10.33,1033,10000,1.4721472262966633,685440,6384,2867312
44,fixed_quality,30,10.17,1017,10000,1.4705045211791992,685440,6384,2867312
44,mh16,1,0.69,69,10000,3.4065445811986925,1175040,0,2867312
44,mh16,2,0.96,96,10000,2.7340752126026153,1175040,0,2867312
44,mh16,3,1.9300000000000002,193,10000,2.263697810251713,1175040,0,2867312
44,mh16,4,3.02,302,10000,1.9234469786584378,1175040,0,2867312
44,mh16,5,3.9600000000000004,396,10000,1.6920415637016297,1175040,0,2867312
44,mh16,6,5.1,510,10000,1.530570498430729,1175040,0,2867312
44,mh16,7,6.02,602,10000,1.412121914731413,1175040,0,2867312
44,mh16,8,6.92,692,10000,1.3244385087239743,1175040,0,2867312
44,mh16,9,7.21,721,10000,1.2605197776675223,1175040,0,2867312
44,mh16,10,7.779999999999999,778,10000,1.2211649547553063,1175040,0,2867312
44,mh16,11,8.110000000000001,811,10000,1.1834035667097569,1175040,0,2867312
44,mh16,12,8.59,859,10000,1.1522792190277575,1175040,0,2867312
44,mh16,13,8.82,882,10000,1.1280244243694841,1175040,0,2867312
