arm,seed,round,validation_accuracy,mean_peer_rank,training_bytes_cumulative,training_adapter_bytes,training_head_bytes,training_metadata_bytes,rank_peer0,rank_peer1,rank_peer2,rank_peer3,rank_peer4,rank_peer5,rank_peer6,rank_peer7,rank_peer8,rank_peer9
product16_sample,44,2,92.77522935779817,16.0,189297816,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,3,92.88990825688073,16.0,283946724,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,4,93.34862385321101,16.0,378595632,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,5,93.69266055045871,16.0,473244540,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,6,93.34862385321101,16.0,567893448,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,7,93.80733944954129,16.0,662542356,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,8,93.80733944954129,16.0,757191264,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,9,94.03669724770643,16.0,851840172,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,10,93.92201834862385,16.0,946489080,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,11,93.69266055045871,16.0,1041137988,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,12,94.03669724770643,16.0,1135786896,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,13,94.03669724770643,16.0,1230435804,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,14,94.26605504587155,16.0,1325084712,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,15,93.80733944954129,16.0,1419733620,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,16,93.57798165137615,16.0,1514382528,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,17,94.26605504587155,16.0,1609031436,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,18,94.4954128440367,16.0,1703680344,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,19,94.26605504587155,16.0,1798329252,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,44,20,94.15137614678899,16.0,1892978160,47185920,47370400,92588,16,16,16,16,16,16,16,16,16,16
product16_sample,45,1,92.43119266055047,16.0,94648907,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,2,93.11926605504587,16.0,189297814,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,3,93.57798165137615,16.0,283946721,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,4,93.46330275229357,16.0,378595628,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,5,93.80733944954129,16.0,473244535,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,6,93.92201834862385,16.0,567893442,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,7,93.57798165137615,16.0,662542349,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,8,93.46330275229357,16.0,757191256,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,9,93.80733944954129,16.0,851840163,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,10,93.92201834862385,16.0,946489070,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,11,94.26605504587155,16.0,1041137977,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,12,94.03669724770643,16.0,1135786884,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,13,94.95412844036697,16.0,1230435791,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,14,94.15137614678899,16.0,1325084698,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,15,94.03669724770643,16.0,1419733605,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,16,94.4954128440367,16.0,1514382512,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,17,94.95412844036697,16.0,1609031419,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,18,94.72477064220183,16.0,1703680326,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,19,94.61009174311927,16.0,1798329233,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,45,20,94.72477064220183,16.0,1892978140,47185920,47370400,92587,16,16,16,16,16,16,16,16,16,16
product16_sample,46,1,92.66055045871559,16.0,94648910,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,2,92.88990825688073,16.0,189297820,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,3,93.23394495412845,16.0,283946730,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,4,93.69266055045871,16.0,378595640,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,5,94.03669724770643,16.0,473244550,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,6,94.03669724770643,16.0,567893460,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,7,94.26605504587155,16.0,662542370,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,8,94.15137614678899,16.0,757191280,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,9,93.80733944954129,16.0,851840190,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,10,94.03669724770643,16.0,946489100,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,11,94.03669724770643,16.0,1041138010,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,12,94.38073394495413,16.0,1135786920,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,13,94.26605504587155,16.0,1230435830,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,14,94.03669724770643,16.0,1325084740,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,15,94.61009174311927,16.0,1419733650,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,16,94.61009174311927,16.0,1514382560,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,17,94.4954128440367,16.0,1609031470,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,18,94.61009174311927,16.0,1703680380,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,19,94.38073394495413,16.0,1798329290,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
product16_sample,46,20,94.4954128440367,16.0,1892978200,47185920,47370400,92590,16,16,16,16,16,16,16,16,16,16
fixed_uniform,42,1,92.20183486238533,8.8,73414228,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,2,93.34862385321101,8.8,146828456,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,3,93.80733944954129,8.8,220242684,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,4,93.80733944954129,8.8,293656912,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,5,93.92201834862385,8.8,367071140,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,6,94.83944954128441,8.8,440485368,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,7,94.03669724770643,8.8,513899596,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,8,94.03669724770643,8.8,587313824,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,9,93.34862385321101,8.8,660728052,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,10,94.26605504587155,8.8,734142280,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,11,93.80733944954129,8.8,807556508,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,12,93.69266055045871,8.8,880970736,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,13,94.03669724770643,8.8,954384964,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,14,93.57798165137615,8.8,1027799192,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,15,94.03669724770643,8.8,1101213420,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,16,93.69266055045871,8.8,1174627648,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,17,93.80733944954129,8.8,1248041876,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,18,94.26605504587155,8.8,1321456104,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,19,94.61009174311927,8.8,1394870332,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,42,20,94.72477064220183,8.8,1468284560,25952256,47370400,91572,4,8,4,4,8,16,4,8,16,16
fixed_uniform,43,1,92.31651376146789,8.8,73414228,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,2,92.66055045871559,8.8,146828456,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,3,93.57798165137615,8.8,220242684,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,4,93.69266055045871,8.8,293656912,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,5,93.57798165137615,8.8,367071140,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,6,94.03669724770643,8.8,440485368,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,7,93.57798165137615,8.8,513899596,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,8,93.46330275229357,8.8,587313824,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,9,93.57798165137615,8.8,660728052,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,10,94.03669724770643,8.8,734142280,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,11,93.57798165137615,8.8,807556508,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,12,94.03669724770643,8.8,880970736,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,13,94.03669724770643,8.8,954384964,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,14,93.80733944954129,8.8,1027799192,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,15,93.80733944954129,8.8,1101213420,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,16,93.80733944954129,8.8,1174627648,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,17,94.03669724770643,8.8,1248041876,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,18,94.15137614678899,8.8,1321456104,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,19,94.15137614678899,8.8,1394870332,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,43,20,94.26605504587155,8.8,1468284560,25952256,47370400,91572,8,16,4,4,16,16,4,8,4,8
fixed_uniform,44,1,93.23394495412845,8.8,73414228,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,2,92.66055045871559,8.8,146828456,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,3,93.57798165137615,8.8,220242684,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,4,93.80733944954129,8.8,293656912,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,5,93.69266055045871,8.8,367071140,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,6,93.57798165137615,8.8,440485368,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,7,93.92201834862385,8.8,513899596,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,8,93.92201834862385,8.8,587313824,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,9,94.03669724770643,8.8,660728052,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,10,94.03669724770643,8.8,734142280,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,11,94.26605504587155,8.8,807556508,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,12,94.38073394495413,8.8,880970736,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,13,94.38073394495413,8.8,954384964,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,14,94.4954128440367,8.8,1027799192,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,15,94.03669724770643,8.8,1101213420,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,16,94.15137614678899,8.8,1174627648,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,17,93.92201834862385,8.8,1248041876,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,18,94.26605504587155,8.8,1321456104,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,19,94.03669724770643,8.8,1394870332,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,44,20,93.92201834862385,8.8,1468284560,25952256,47370400,91572,8,8,16,8,16,16,4,4,4,4
fixed_uniform,45,1,92.20183486238533,8.8,73414228,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,2,92.77522935779817,8.8,146828456,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,3,93.57798165137615,8.8,220242684,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,4,93.57798165137615,8.8,293656912,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,5,93.69266055045871,8.8,367071140,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,6,93.80733944954129,8.8,440485368,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,7,94.15137614678899,8.8,513899596,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,8,93.80733944954129,8.8,587313824,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,9,94.15137614678899,8.8,660728052,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,10,94.26605504587155,8.8,734142280,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,11,94.15137614678899,8.8,807556508,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,12,94.38073394495413,8.8,880970736,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,13,94.72477064220183,8.8,954384964,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,14,94.72477064220183,8.8,1027799192,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,15,94.61009174311927,8.8,1101213420,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,16,94.15137614678899,8.8,1174627648,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,17,94.26605504587155,8.8,1248041876,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,18,93.92201834862385,8.8,1321456104,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,19,94.4954128440367,8.8,1394870332,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,45,20,94.03669724770643,8.8,1468284560,25952256,47370400,91572,4,4,4,8,4,8,16,16,16,8
fixed_uniform,46,1,92.20183486238533,8.8,73414228,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,2,92.54587155963303,8.8,146828456,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,3,93.11926605504587,8.8,220242684,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,4,93.0045871559633,8.8,293656912,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,5,93.46330275229357,8.8,367071140,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,6,93.34862385321101,8.8,440485368,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,7,93.34862385321101,8.8,513899596,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,8,93.11926605504587,8.8,587313824,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,9,93.46330275229357,8.8,660728052,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,10,93.23394495412845,8.8,734142280,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,11,93.46330275229357,8.8,807556508,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,12,93.92201834862385,8.8,880970736,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,13,93.57798165137615,8.8,954384964,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,14,93.92201834862385,8.8,1027799192,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,15,93.46330275229357,8.8,1101213420,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,16,93.57798165137615,8.8,1174627648,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,17,94.03669724770643,8.8,1248041876,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,18,93.92201834862385,8.8,1321456104,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,19,94.26605504587155,8.8,1394870332,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_uniform,46,20,94.03669724770643,8.8,1468284560,25952256,47370400,91572,4,8,8,4,4,16,16,4,8,16
fixed_sample,42,1,92.31651376146789,8.8,73414236,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,2,93.11926605504587,8.8,146828472,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,3,93.11926605504587,8.8,220242708,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,4,94.03669724770643,8.8,293656944,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,5,94.15137614678899,8.8,367071180,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,6,94.26605504587155,8.8,440485416,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,7,94.03669724770643,8.8,513899652,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,8,94.26605504587155,8.8,587313888,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,9,94.38073394495413,8.8,660728124,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,10,93.92201834862385,8.8,734142360,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,11,93.69266055045871,8.8,807556596,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,12,94.15137614678899,8.8,880970832,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,13,94.38073394495413,8.8,954385068,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,14,94.4954128440367,8.8,1027799304,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,15,94.4954128440367,8.8,1101213540,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,16,94.26605504587155,8.8,1174627776,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,17,94.03669724770643,8.8,1248042012,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,18,93.80733944954129,8.8,1321456248,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,19,94.61009174311927,8.8,1394870484,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,42,20,94.4954128440367,8.8,1468284720,25952256,47370400,91580,4,8,4,4,8,16,4,8,16,16
fixed_sample,43,1,92.43119266055047,8.8,73414236,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,2,92.88990825688073,8.8,146828472,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,3,93.11926605504587,8.8,220242708,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,4,93.46330275229357,8.8,293656944,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,5,93.34862385321101,8.8,367071180,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,6,93.80733944954129,8.8,440485416,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,7,94.26605504587155,8.8,513899652,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,8,93.46330275229357,8.8,587313888,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,9,93.92201834862385,8.8,660728124,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,10,93.69266055045871,8.8,734142360,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,11,94.38073394495413,8.8,807556596,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,12,94.26605504587155,8.8,880970832,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,13,93.92201834862385,8.8,954385068,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,14,93.69266055045871,8.8,1027799304,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,15,94.26605504587155,8.8,1101213540,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,16,93.80733944954129,8.8,1174627776,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,17,94.15137614678899,8.8,1248042012,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,18,93.80733944954129,8.8,1321456248,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,19,93.69266055045871,8.8,1394870484,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,43,20,94.38073394495413,8.8,1468284720,25952256,47370400,91580,8,16,4,4,16,16,4,8,4,8
fixed_sample,44,1,93.11926605504587,8.8,73414236,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,2,92.88990825688073,8.8,146828472,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,3,93.0045871559633,8.8,220242708,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,4,93.23394495412845,8.8,293656944,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,5,93.34862385321101,8.8,367071180,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,6,93.57798165137615,8.8,440485416,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,7,92.77522935779817,8.8,513899652,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,8,93.69266055045871,8.8,587313888,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,9,94.03669724770643,8.8,660728124,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,10,93.80733944954129,8.8,734142360,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,11,93.69266055045871,8.8,807556596,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,12,93.80733944954129,8.8,880970832,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,13,93.69266055045871,8.8,954385068,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,14,93.80733944954129,8.8,1027799304,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,15,94.15137614678899,8.8,1101213540,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,16,94.38073394495413,8.8,1174627776,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,17,94.26605504587155,8.8,1248042012,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,18,93.69266055045871,8.8,1321456248,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,19,94.38073394495413,8.8,1394870484,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,44,20,94.26605504587155,8.8,1468284720,25952256,47370400,91580,8,8,16,8,16,16,4,4,4,4
fixed_sample,45,1,92.66055045871559,8.8,73414235,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,2,93.11926605504587,8.8,146828470,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,3,93.69266055045871,8.8,220242705,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,4,93.69266055045871,8.8,293656940,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,5,94.15137614678899,8.8,367071175,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,6,94.03669724770643,8.8,440485410,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,7,93.69266055045871,8.8,513899645,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,8,94.15137614678899,8.8,587313880,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,9,94.38073394495413,8.8,660728115,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,10,94.03669724770643,8.8,734142350,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,11,93.92201834862385,8.8,807556585,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,12,94.26605504587155,8.8,880970820,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,13,94.15137614678899,8.8,954385055,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,14,94.03669724770643,8.8,1027799290,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,15,94.15137614678899,8.8,1101213525,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,16,94.26605504587155,8.8,1174627760,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
fixed_sample,45,17,94.03669724770643,8.8,1248041995,25952256,47370400,91579,4,4,4,8,4,8,16,16,16,8
