path,comparison_group,status,classification,track,task,arm,seed,round,accuracy,f1,correct,n_validation,prediction_sha256,cumulative_training_bytes,cumulative_evaluation_assembly_bytes,round_training_bytes,round_evaluation_assembly_bytes,training_steps,training_examples,cumulative_training_steps,cumulative_training_examples,probe_examples,rank_example_products,ranks,mean_rank,min_rank,max_rank,rank_cap_violations,sample_weighted_training_loss,peak_process_cuda_allocated_bytes,peak_process_cuda_reserved_bytes,weighted_adapter_disagreement,round_seconds,elapsed_seconds
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-adaptive_uniform,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,adaptive_uniform,42,3,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,220242684,271762650,73414228,90587550,20,640,60,1920,616,5632,"[4,8,4,4,8,16,4,8,16,16]",8.8,4,16,0,0.7182679057121277,1394707968,1868562432,0.053066509518926594,11.418002684600651,34.499947641044855
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-adaptive_uniform,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,adaptive_uniform,42,4,68.80733944954129,56.962025316455694,600,872,caf2d571585c755b31ef85e41e23c0592b3820783d0c303e1efdc31e7381e1e3,285988816,352912488,65746132,81149838,20,640,80,2560,616,3968,"[2,6,2,2,6,12,2,6,12,12]",6.2,2,12,0,0.6893067181110382,1475252736,1868562432,0.04843228658794706,9.85195373557508,44.36684652790427
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-declora16,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,declora16,42,1,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,94648900,118310574,94648900,118310574,20,640,20,640,0,10240,"[16,16,16,16,16,16,16,16,16,16]",16.0,16,16,7,0.7224615186452865,1434401792,1841299456,0.03837722912722297,9.609070886857808,9.609075107611716
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-declora16,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,declora16,42,2,50.68807339449541,6.11353711790393,442,872,ba13c8beebaddff29751039e36ed1e299795451e93d3ca6eea659e890384b034,189297800,236621148,94648900,118310574,20,640,40,1280,0,10240,"[16,16,16,16,16,16,16,16,16,16]",16.0,16,16,7,0.7047374397516251,1480724992,1845493760,0.07659070294185018,7.055044984444976,16.68253132980317
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-declora16,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,declora16,42,3,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,283946700,354931722,94648900,118310574,20,640,60,1920,0,10240,"[16,16,16,16,16,16,16,16,16,16]",16.0,16,16,7,0.7179319798946381,1403801088,1845493760,0.10352224598595955,7.3089740592986345,24.003683255054057
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-declora16,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,declora16,42,4,68.0045871559633,55.072463768115945,593,872,e270b90d57b6d0226a51994dfb86e4fe92e9456907682ac5ea70b977c3c5890c,378595600,473242296,94648900,118310574,20,640,80,2560,0,10240,"[16,16,16,16,16,16,16,16,16,16]",16.0,16,16,7,0.6863520324230195,1480208896,1845493760,0.13602588194203374,7.463221884332597,31.47999218199402
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-declora4,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,declora4,42,1,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,59258020,74071974,59258020,74071974,20,640,20,640,0,2560,"[4,4,4,4,4,4,4,4,4,4]",4.0,4,4,0,0.7225432187318802,1430641664,1832910848,0.15521667500603664,8.465616734698415,8.46562235429883
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-declora4,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,declora4,42,2,50.57339449541284,5.689277899343545,441,872,17fb136301df375dcbae95924aea4a5e2cc496fe025aa015b5318caee8430d54,118516040,148143948,59258020,74071974,20,640,40,1280,0,2560,"[4,4,4,4,4,4,4,4,4,4]",4.0,4,4,0,0.704661700129509,1473352192,1845493760,0.3018267008721644,6.8574859872460365,15.338759678415954
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-declora4,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,declora4,42,3,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,177774060,222215922,59258020,74071974,20,640,60,1920,0,2560,"[4,4,4,4,4,4,4,4,4,4]",4.0,4,4,0,0.717154148221016,1396575744,1845493760,0.39505074121063755,7.024640933610499,22.37340190540999
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-declora4,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,declora4,42,4,69.03669724770643,57.142857142857146,602,872,2a3083b4ada7151d75c01b2bff9c8c15ae0aa5116b5b6e73ea549ad7210558b8,237032080,296287896,59258020,74071974,20,640,80,2560,0,2560,"[4,4,4,4,4,4,4,4,4,4]",4.0,4,4,0,0.6856098383665085,1472836096,1845493760,0.4952263959314094,6.910988504998386,29.29371545370668
