context_id,variant_id,label,round,domain_id,metric,n,mean,sample_std,min,max
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,33,4,accuracy,3,0.026166666666666668,0.02076254640773461,0.005,0.0465
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,34,0,accuracy,3,0.08566666666666667,0.06253065914680041,0.0155,0.1355
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,34,1,accuracy,3,0.059,0.02827985148475854,0.03,0.0865
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,34,2,accuracy,3,0.05383333333333333,0.02218858565419016,0.0355,0.0785
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,34,3,accuracy,3,0.041666666666666664,0.034385074281340924,0.002,0.063
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,34,4,accuracy,3,0.025666666666666667,0.023325593954567018,0.0035,0.05
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,35,0,accuracy,3,0.08716666666666667,0.06351640208114227,0.0165,0.1395
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,35,1,accuracy,3,0.058333333333333334,0.028001488055696844,0.0305,0.0865
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,35,2,accuracy,3,0.052833333333333336,0.022684429314693662,0.032,0.077
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,35,3,accuracy,3,0.041166666666666664,0.033942353090693836,0.002,0.062
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,35,4,accuracy,3,0.025666666666666667,0.0228272497978476,0.004,0.0495
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,36,0,accuracy,3,0.08600000000000001,0.06209065952299106,0.0165,0.136
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,36,1,accuracy,3,0.057499999999999996,0.027335873865673287,0.0315,0.086
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,36,2,accuracy,3,0.054,0.02209637979398435,0.0345,0.078
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,36,3,accuracy,3,0.0425,0.03552112047782277,0.0015,0.064
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,36,4,accuracy,3,0.0265,0.024934915279583365,0.0035,0.053
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,37,0,accuracy,3,0.08466666666666667,0.06134805077044692,0.0155,0.1325
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,37,1,accuracy,3,0.056999999999999995,0.028618176042508367,0.03,0.087
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,37,2,accuracy,3,0.05616666666666666,0.020550750189064472,0.0365,0.0775
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,37,3,accuracy,3,0.04216666666666667,0.035444792753426185,0.0015,0.0665
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,37,4,accuracy,3,0.027333333333333334,0.026269437248127973,0.0035,0.0555
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,38,0,accuracy,3,0.083,0.06077005841695399,0.015,0.132
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,38,1,accuracy,3,0.0575,0.024067613093117484,0.036,0.0835
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,38,2,accuracy,3,0.0585,0.020291623887703024,0.039,0.0795
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,38,3,accuracy,3,0.04133333333333333,0.034243004151699855,0.002,0.0645
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,38,4,accuracy,3,0.027333333333333334,0.025594595783745705,0.0045,0.055
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,39,0,accuracy,3,0.08133333333333334,0.056606831154316826,0.018,0.127
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,39,1,accuracy,3,0.058666666666666666,0.023034394572754316,0.038,0.0835
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,39,2,accuracy,3,0.059,0.019519221295943134,0.039,0.078
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,39,3,accuracy,3,0.04083333333333333,0.03357206179747281,0.0025,0.065
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,39,4,accuracy,3,0.025833333333333333,0.027222845797846583,0.002,0.0555
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,40,0,accuracy,3,0.08116666666666666,0.05886920530577369,0.016,0.1305
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,40,1,accuracy,3,0.05733333333333333,0.024501700621249404,0.033,0.082
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,40,2,accuracy,3,0.06133333333333334,0.020502032419575707,0.041,0.082
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,40,3,accuracy,3,0.041,0.0340183773863481,0.0025,0.067
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,40,4,accuracy,3,0.0285,0.02802231253840411,0.003,0.0585
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,41,0,accuracy,3,0.07683333333333334,0.057446351784367765,0.0125,0.123
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,41,1,accuracy,3,0.059666666666666666,0.02550653511030719,0.0345,0.0855
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,41,2,accuracy,3,0.0615,0.022338307903688674,0.0435,0.0865
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,41,3,accuracy,3,0.04066666666666667,0.033949717720966895,0.0025,0.0675
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,41,4,accuracy,3,0.029,0.02762245463386627,0.003,0.058
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,42,0,accuracy,3,0.077,0.05668553607402862,0.0135,0.1225
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,42,1,accuracy,3,0.062,0.02717075633838705,0.038,0.0915
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,42,2,accuracy,3,0.06216666666666666,0.021073284825421337,0.046,0.086
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,42,3,accuracy,3,0.03966666666666667,0.032746501085357704,0.003,0.066
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,42,4,accuracy,3,0.027166666666666665,0.025106440076867395,0.0035,0.0535
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,43,0,accuracy,3,0.07466666666666666,0.05484827557301444,0.013,0.118
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,43,1,accuracy,3,0.06516666666666666,0.033332916664062476,0.036,0.1015
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,43,2,accuracy,3,0.06683333333333333,0.021096998206695975,0.05,0.0905
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,43,3,accuracy,3,0.040999999999999995,0.034044089061098404,0.004,0.071
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,43,4,accuracy,3,0.028,0.02586986664055306,0.006,0.0565
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,44,0,accuracy,3,0.07233333333333333,0.053870987862979954,0.0115,0.114
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,44,1,accuracy,3,0.06966666666666667,0.03350124375800596,0.04,0.106
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,44,2,accuracy,3,0.06333333333333334,0.019775826994928265,0.0475,0.0855
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,44,3,accuracy,3,0.042166666666666665,0.03328037459725075,0.006,0.0715
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,44,4,accuracy,3,0.030333333333333334,0.029267444940297288,0.0065,0.063
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,45,0,accuracy,3,0.072,0.052827549630850755,0.0115,0.109
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,45,1,accuracy,3,0.07583333333333334,0.032643273937111965,0.0465,0.111
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,45,2,accuracy,3,0.06266666666666668,0.018427786989579985,0.0485,0.0835
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,45,3,accuracy,3,0.03883333333333334,0.03165964834506747,0.0055,0.0685
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,45,4,accuracy,3,0.030333333333333334,0.030349354743278042,0.0065,0.0645
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,46,0,accuracy,3,0.0735,0.054545852271277236,0.011,0.1115
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,46,1,accuracy,3,0.07816666666666666,0.03727040827967052,0.045,0.1185
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,46,2,accuracy,3,0.062,0.01652271164185831,0.051,0.081
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,46,3,accuracy,3,0.03916666666666667,0.031789673375694404,0.0065,0.07
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,46,4,accuracy,3,0.030666666666666665,0.029825883613622133,0.0065,0.064
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,47,0,accuracy,3,0.07233333333333333,0.054832320152746895,0.0095,0.1105
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,47,1,accuracy,3,0.08333333333333333,0.043261799931733465,0.0455,0.1305
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,47,2,accuracy,3,0.06266666666666666,0.016064972248134555,0.0475,0.0795
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,47,3,accuracy,3,0.03916666666666667,0.03084774437999209,0.007,0.0685
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,47,4,accuracy,3,0.03183333333333334,0.032412703270991355,0.007,0.0685
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,48,0,accuracy,3,0.07050000000000001,0.055120322930839225,0.007,0.106
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,48,1,accuracy,3,0.08566666666666667,0.038846921799974496,0.0555,0.1295
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,48,2,accuracy,3,0.06166666666666667,0.014750706197783662,0.047,0.0765
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,48,3,accuracy,3,0.035666666666666666,0.02925890177934458,0.006,0.0645
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,48,4,accuracy,3,0.0335,0.033922706259966934,0.008,0.072
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,49,0,accuracy,3,0.07066666666666667,0.05471821756356226,0.0075,0.1035
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,49,1,accuracy,3,0.08683333333333333,0.03770389016180338,0.058,0.1295
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,49,2,accuracy,3,0.059166666666666666,0.018009256878986798,0.0415,0.0775
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,49,3,accuracy,3,0.035833333333333335,0.02875905654456233,0.0075,0.065
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,49,4,accuracy,3,0.035,0.036568429006453095,0.0075,0.0765
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,50,0,accuracy,3,0.0745,0.05807753438292642,0.0075,0.1105
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,50,1,accuracy,3,0.08416666666666667,0.03835470418779597,0.053,0.127
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,50,2,accuracy,3,0.057833333333333334,0.018723870682455946,0.041,0.078
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,50,3,accuracy,3,0.035333333333333335,0.027024680078279066,0.009,0.063
b729ad24b6b0,0eac0e17d3ed,FedAvg / ΔW,50,4,accuracy,3,0.035166666666666666,0.03631230278202325,0.0065,0.076
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,1,0,accuracy,3,0.03783333333333333,0.015542951242712348,0.023,0.054
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,1,1,accuracy,3,0.04683333333333333,0.01301281419729542,0.0335,0.0595
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,1,2,accuracy,3,0.04933333333333333,0.021658331730152566,0.025,0.0665
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,1,3,accuracy,3,0.018000000000000002,0.014773286702694158,0.006,0.0345
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,1,4,accuracy,3,0.011333333333333334,0.006525590650150632,0.0045,0.0175
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,2,0,accuracy,3,0.044333333333333336,0.016041612554021287,0.029,0.061
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,2,1,accuracy,3,0.055,0.007211102550927978,0.047,0.061
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,2,2,accuracy,3,0.059,0.015898113095584646,0.0445,0.076
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,2,3,accuracy,3,0.029666666666666668,0.010750968948580093,0.0205,0.0415
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,2,4,accuracy,3,0.03133333333333333,0.009751068317540051,0.0215,0.041
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,3,0,accuracy,3,0.0405,0.02406761309311748,0.014,0.061
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,3,1,accuracy,3,0.05616666666666667,0.014977761292440649,0.0395,0.0685
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,3,2,accuracy,3,0.06066666666666667,0.01853600100704932,0.0485,0.082
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,3,3,accuracy,3,0.03133333333333333,0.014919226968356417,0.0215,0.0485
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,3,4,accuracy,3,0.025666666666666667,0.005923118547972288,0.022,0.0325
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,4,0,accuracy,3,0.043833333333333335,0.02470492528491704,0.0175,0.0665
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,4,1,accuracy,3,0.06616666666666667,0.02269544741425763,0.0465,0.091
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,4,2,accuracy,3,0.06633333333333333,0.020064479393528584,0.0545,0.0895
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,4,3,accuracy,3,0.0285,0.018145247311624056,0.0145,0.049
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,4,4,accuracy,3,0.028166666666666666,0.013137097599292368,0.018,0.043
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,5,0,accuracy,3,0.049166666666666664,0.028259216785561012,0.0205,0.077
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,5,1,accuracy,3,0.0755,0.02538208029299411,0.054,0.1035
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,5,2,accuracy,3,0.078,0.024864633518312706,0.0585,0.106
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,5,3,accuracy,3,0.03183333333333333,0.024214320831552002,0.0145,0.0595
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,5,4,accuracy,3,0.033666666666666664,0.02413676310803363,0.0185,0.0615
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,6,0,accuracy,3,0.05383333333333334,0.03016758746292672,0.022,0.082
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,6,1,accuracy,3,0.08483333333333333,0.03299368626469818,0.059,0.122
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,6,2,accuracy,3,0.08616666666666667,0.028444390190920477,0.065,0.1185
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,6,3,accuracy,3,0.034166666666666665,0.03242812565248465,0.013,0.0715
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,6,4,accuracy,3,0.035500000000000004,0.029550803711574414,0.016,0.0695
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,7,0,accuracy,3,0.06416666666666666,0.035799208557359664,0.026,0.097
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,7,1,accuracy,3,0.1015,0.04233202097703344,0.0695,0.1495
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,7,2,accuracy,3,0.09899999999999999,0.03733296130767019,0.0715,0.1415
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,7,3,accuracy,3,0.035166666666666666,0.02800148805569685,0.019,0.0675
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,7,4,accuracy,3,0.0385,0.032553801621316054,0.0175,0.076
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,8,0,accuracy,3,0.06983333333333333,0.038001096475408884,0.027,0.0995
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,8,1,accuracy,3,0.11966666666666667,0.05313269552105683,0.078,0.1795
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,8,2,accuracy,3,0.11216666666666666,0.03847185118152405,0.084,0.156
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,8,3,accuracy,3,0.044000000000000004,0.034867606743222285,0.0175,0.0835
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,8,4,accuracy,3,0.043833333333333335,0.03321269837476825,0.0215,0.082
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,9,0,accuracy,3,0.08216666666666667,0.04812830075260639,0.0285,0.1215
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,9,1,accuracy,3,0.13316666666666666,0.05673255972837233,0.087,0.1965
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,9,2,accuracy,3,0.11866666666666667,0.035363587676214836,0.0895,0.158
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,9,3,accuracy,3,0.044833333333333336,0.029968038529962774,0.023,0.079
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,9,4,accuracy,3,0.048666666666666664,0.03318257574892783,0.0245,0.0865
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,10,0,accuracy,3,0.0885,0.05311308689955801,0.0285,0.1295
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,10,1,accuracy,3,0.1495,0.06713977956472601,0.095,0.2245
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,10,2,accuracy,3,0.133,0.0311327801521162,0.107,0.1675
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,10,3,accuracy,3,0.05316666666666667,0.03855623598503014,0.0245,0.097
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,10,4,accuracy,3,0.05366666666666667,0.03753775876811685,0.0265,0.0965
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,11,0,accuracy,3,0.10033333333333333,0.06011308787055721,0.0315,0.1425
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,11,1,accuracy,3,0.16366666666666665,0.07550882950578251,0.101,0.2475
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,11,2,accuracy,3,0.14583333333333334,0.03130628264954709,0.121,0.181
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,11,3,accuracy,3,0.05383333333333334,0.03865337415198489,0.024,0.0975
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,11,4,accuracy,3,0.058166666666666665,0.043319549089681594,0.0295,0.108
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,12,0,accuracy,3,0.10833333333333332,0.06715901527965797,0.031,0.152
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,12,1,accuracy,3,0.17616666666666667,0.08128704283791689,0.1055,0.265
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,12,2,accuracy,3,0.154,0.033988968798714686,0.1265,0.192
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,12,3,accuracy,3,0.05516666666666667,0.037390952559855084,0.025,0.097
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,12,4,accuracy,3,0.06116666666666667,0.04384727281523143,0.0285,0.111
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,13,0,accuracy,3,0.11383333333333333,0.07365516501463651,0.029,0.1615
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,13,1,accuracy,3,0.1905,0.08592584011809251,0.116,0.2845
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,13,2,accuracy,3,0.16266666666666665,0.028063915146203922,0.1415,0.1945
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,13,3,accuracy,3,0.0565,0.03566861365402362,0.028,0.0965
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,13,4,accuracy,3,0.06616666666666667,0.0484776580842488,0.029,0.121
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,14,0,accuracy,3,0.1205,0.07378177281686854,0.0355,0.168
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,14,1,accuracy,3,0.20066666666666666,0.08551364413550233,0.1225,0.292
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,14,2,accuracy,3,0.17283333333333334,0.032063738605055604,0.142,0.206
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,14,3,accuracy,3,0.057999999999999996,0.027986603938313058,0.036,0.0895
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,14,4,accuracy,3,0.07100000000000001,0.04962106407565239,0.0345,0.1275
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,15,0,accuracy,3,0.12683333333333333,0.07788827468453345,0.037,0.1755
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,15,1,accuracy,3,0.21066666666666667,0.08854565677283857,0.131,0.306
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,15,2,accuracy,3,0.18,0.030199337741082997,0.152,0.212
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,15,3,accuracy,3,0.06333333333333334,0.028567172302020608,0.0395,0.095
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,15,4,accuracy,3,0.07533333333333334,0.05509612811562473,0.0345,0.138
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,16,0,accuracy,3,0.137,0.08234682750416071,0.042,0.188
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,16,1,accuracy,3,0.2215,0.09852537744155056,0.1355,0.329
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,16,2,accuracy,3,0.1865,0.029778347838656193,0.156,0.2155
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,16,3,accuracy,3,0.06533333333333333,0.02837839553839035,0.04,0.096
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,16,4,accuracy,3,0.07633333333333334,0.05064171534746166,0.0355,0.133
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,17,0,accuracy,3,0.14383333333333334,0.08754760609710202,0.043,0.2005
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,17,1,accuracy,3,0.231,0.10157263410978373,0.139,0.34
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,17,2,accuracy,3,0.194,0.02269911892563234,0.176,0.2195
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,17,3,accuracy,3,0.07033333333333333,0.03213383471254766,0.0425,0.1055
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,17,4,accuracy,3,0.08116666666666666,0.052164004191907413,0.039,0.1395
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,18,0,accuracy,3,0.14733333333333332,0.08781277431748374,0.0465,0.207
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,18,1,accuracy,3,0.23766666666666666,0.10485982707087271,0.147,0.3525
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,18,2,accuracy,3,0.20283333333333334,0.023592018424317438,0.1875,0.23
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,18,3,accuracy,3,0.07183333333333333,0.029737742572921253,0.0445,0.1035
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,18,4,accuracy,3,0.08283333333333334,0.05076744363598914,0.0415,0.1395
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,19,0,accuracy,3,0.15066666666666667,0.09110616517740901,0.047,0.218
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,19,1,accuracy,3,0.24966666666666668,0.1046904166260376,0.154,0.3615
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,19,2,accuracy,3,0.21383333333333335,0.020930440352112344,0.2015,0.238
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,19,3,accuracy,3,0.07283333333333333,0.028645825757574753,0.046,0.103
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,19,4,accuracy,3,0.08683333333333333,0.05088303581090001,0.0465,0.144
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,20,0,accuracy,3,0.15433333333333332,0.08751618897857318,0.0555,0.222
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,20,1,accuracy,3,0.251,0.10251463310181624,0.153,0.3575
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,20,2,accuracy,3,0.22333333333333333,0.016780444968275823,0.206,0.2395
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,20,3,accuracy,3,0.07983333333333334,0.03006797853752948,0.051,0.111
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,20,4,accuracy,3,0.089,0.04932544982055409,0.052,0.145
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,21,0,accuracy,3,0.15616666666666668,0.09139520410466478,0.053,0.227
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,21,1,accuracy,3,0.25716666666666665,0.10668919033029228,0.162,0.3725
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,21,2,accuracy,3,0.22816666666666666,0.01155782563172387,0.216,0.239
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,21,3,accuracy,3,0.08333333333333334,0.028523382221141542,0.0555,0.1125
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,21,4,accuracy,3,0.09416666666666666,0.04734536232128057,0.059,0.148
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,22,0,accuracy,3,0.16266666666666665,0.09346166772176352,0.057,0.2345
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,22,1,accuracy,3,0.25966666666666666,0.10660362720533167,0.163,0.374
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,22,2,accuracy,3,0.23283333333333334,0.011116804097101522,0.22,0.2395
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,22,3,accuracy,3,0.08666666666666667,0.03476468514647203,0.0525,0.122
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,22,4,accuracy,3,0.0945,0.04643005492135455,0.061,0.1475
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,23,0,accuracy,3,0.16316666666666668,0.0899685130105713,0.0615,0.2325
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,23,1,accuracy,3,0.2645,0.11010903686800642,0.1645,0.3825
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,23,2,accuracy,3,0.23299999999999998,0.019157244060668016,0.211,0.246
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,23,3,accuracy,3,0.08933333333333333,0.03152908709958684,0.0605,0.123
