context_id,variant_id,label,round,metric,n,mean,sample_std,min,max
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,mean_train_loss,3,1.8042510832388712,0.05133550620469755,1.7520291022438632,1.8546516336955492
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,mean_tail_mass,3,0.005575649613723192,0.0004726349437613888,0.005065835776870664,0.005999231304654442
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,max_tail_mass,3,0.02491136833797105,0.0033967359552058243,0.021065879039268594,0.027502674270647665
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,mean_residual_energy,3,0.9220759566043044,0.21801077039871242,0.6770580663578585,1.0946186014130945
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,mean_merge_error_energy,0,,,,
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,mean_relative_merge_error,0,,,,
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,effective_messages,3,30.0,0.0,30.0,30.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,effective_floats,3,293760.0,0.0,293760.0,293760.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,operational_messages,3,30.0,0.0,30.0,30.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,operational_floats,3,293760.0,0.0,293760.0,293760.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,wall_seconds,3,0.636099341015021,0.0567064970410957,0.576156442053616,0.6888910327106714
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,cumulative_effective_floats,3,2056320.0,0.0,2056320.0,2056320.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,7,cumulative_operational_floats,3,2056320.0,0.0,2056320.0,2056320.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,personalized_accuracy,3,0.2128367748057903,0.02304467088071518,0.1876386131258695,0.2328416872644759
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,personalized_sample_weighted_accuracy,3,0.2128,0.02304430515333453,0.1876,0.2328
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,consensus_accuracy,3,0.041,0.002688865931949749,0.0393,0.0441
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,accuracy_gap,3,0.21833333333333332,0.09362869930386371,0.15599999999999997,0.32599999999999996
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,worst_domain_accuracy,3,0.127,0.03323025729662652,0.0905,0.1555
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,consensus_distance,3,16.990755886501738,0.7495199775760815,16.308544921875,17.79307861328125
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,mean_train_loss,3,1.7211925167977713,0.049573438179832355,1.6720240460690619,1.7711612333981035
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,mean_tail_mass,3,0.007253971647787097,0.00035070066891060753,0.006990888837440561,0.0076521242593067485
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,max_tail_mass,3,0.03231322352555887,0.005804419739376952,0.025618122778671,0.0359309738298594
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,mean_residual_energy,3,1.4705218927311863,0.28163003844448664,1.155233814078383,1.6971626649426375
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,mean_merge_error_energy,0,,,,
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,mean_relative_merge_error,0,,,,
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,effective_messages,3,30.0,0.0,30.0,30.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,effective_floats,3,293760.0,0.0,293760.0,293760.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,operational_messages,3,30.0,0.0,30.0,30.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,operational_floats,3,293760.0,0.0,293760.0,293760.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,wall_seconds,3,0.6437110605960091,0.0763747032358678,0.5717863356694579,0.7238686801865697
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,cumulative_effective_floats,3,2350080.0,0.0,2350080.0,2350080.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,8,cumulative_operational_floats,3,2350080.0,0.0,2350080.0,2350080.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,personalized_accuracy,3,0.2241045643344494,0.02202716525783749,0.19984107045576313,0.24284374329351838
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,personalized_sample_weighted_accuracy,3,0.22406666666666666,0.022027558496876883,0.1998,0.2428
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,consensus_accuracy,3,0.0426,0.0076922038454528725,0.0359,0.051
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,accuracy_gap,3,0.24683333333333335,0.10144004797580361,0.17300000000000001,0.36250000000000004
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,worst_domain_accuracy,3,0.12016666666666666,0.03063630743633007,0.088,0.149
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,consensus_distance,3,19.25453559027778,0.8856945688193576,18.262740071614584,19.966560872395835
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,mean_train_loss,3,1.6572274686523132,0.036601783613562824,1.6290059535019135,1.6985843291718956
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,mean_tail_mass,3,0.008961078669766915,0.0003073153550826673,0.008638422636963074,0.00925032283386353
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,max_tail_mass,3,0.040995093930115224,0.010870488092372866,0.028630355026398862,0.049048942809755754
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,mean_residual_energy,3,2.147463979864794,0.37109222915943946,1.7426268806525818,2.4714951721878604
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,mean_merge_error_energy,0,,,,
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,mean_relative_merge_error,0,,,,
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,effective_messages,3,30.0,0.0,30.0,30.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,effective_floats,3,293760.0,0.0,293760.0,293760.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,operational_messages,3,30.0,0.0,30.0,30.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,operational_floats,3,293760.0,0.0,293760.0,293760.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,wall_seconds,3,0.6766141969710588,0.04518474308484064,0.6248471150174737,0.7081358162686229
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,cumulative_effective_floats,3,2643840.0,0.0,2643840.0,2643840.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,9,cumulative_operational_floats,3,2643840.0,0.0,2643840.0,2643840.0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,personalized_accuracy,3,0.2315073694384039,0.018587724128859038,0.21004527766146955,0.24243193718456085
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,personalized_sample_weighted_accuracy,3,0.23146666666666665,0.018591754444735265,0.21,0.2424
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,consensus_accuracy,3,0.047466666666666664,0.00871339964269592,0.0418,0.0575
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,10,accuracy_gap,3,0.231,0.10581469652179702,0.1475,0.35000000000000003
