context_id,left_variant_id,right_variant_id,left_label,right_label,metric,n,mean,sample_std,min,max
b729ad24b6b0,0bcde22a1ce1,658f968893fe,FedAvg / factor zero-pad,Oracle / ΔW / bridge 5,worst_domain_accuracy,3,0.3401666666666667,0.028915105625491547,0.308,0.364
b729ad24b6b0,0bcde22a1ce1,658f968893fe,FedAvg / factor zero-pad,Oracle / ΔW / bridge 5,consensus_distance,3,-7384.58567437066,2623.185779418993,-10276.61923014323,-5158.690657552083
b729ad24b6b0,0bcde22a1ce1,658f968893fe,FedAvg / factor zero-pad,Oracle / ΔW / bridge 5,total_effective_messages,3,-7200.0,0.0,-7200.0,-7200.0
b729ad24b6b0,0bcde22a1ce1,658f968893fe,FedAvg / factor zero-pad,Oracle / ΔW / bridge 5,total_effective_floats,3,-70502400.0,0.0,-70502400.0,-70502400.0
b729ad24b6b0,0bcde22a1ce1,658f968893fe,FedAvg / factor zero-pad,Oracle / ΔW / bridge 5,total_operational_messages,3,500.0,0.0,500.0,500.0
b729ad24b6b0,0bcde22a1ce1,658f968893fe,FedAvg / factor zero-pad,Oracle / ΔW / bridge 5,total_operational_floats,3,18256000.0,0.0,18256000.0,18256000.0
b729ad24b6b0,0bcde22a1ce1,658f968893fe,FedAvg / factor zero-pad,Oracle / ΔW / bridge 5,wall_seconds,3,3.5928272111341357,0.4750012142544082,3.1484098667278886,4.093417045660317
b729ad24b6b0,0bcde22a1ce1,8fbe5acc92e3,FedAvg / factor zero-pad,Oracle / ΔW / feedback / bridge 5,personalized_accuracy,3,0.3657500579039809,0.007908520869105396,0.3570854212533373,0.37257992625308967
b729ad24b6b0,0bcde22a1ce1,8fbe5acc92e3,FedAvg / factor zero-pad,Oracle / ΔW / feedback / bridge 5,personalized_sample_weighted_accuracy,3,0.3656666666666667,0.007910962857537243,0.357,0.37250000000000005
b729ad24b6b0,0bcde22a1ce1,8fbe5acc92e3,FedAvg / factor zero-pad,Oracle / ΔW / feedback / bridge 5,consensus_accuracy,3,0.04103333333333333,0.01680634800702798,0.024499999999999994,0.0581
b729ad24b6b0,0bcde22a1ce1,8fbe5acc92e3,FedAvg / factor zero-pad,Oracle / ΔW / feedback / bridge 5,accuracy_gap,3,0.07033333333333332,0.04858326186386965,0.018000000000000016,0.11399999999999998
b729ad24b6b0,0bcde22a1ce1,8fbe5acc92e3,FedAvg / factor zero-pad,Oracle / ΔW / feedback / bridge 5,worst_domain_accuracy,3,0.3348333333333333,0.029968038529962774,0.303,0.3625
b729ad24b6b0,0bcde22a1ce1,8fbe5acc92e3,FedAvg / factor zero-pad,Oracle / ΔW / feedback / bridge 5,consensus_distance,3,-7460.351190863716,2617.209972084085,-10347.759342447916,-5244.025821940104
b729ad24b6b0,0bcde22a1ce1,8fbe5acc92e3,FedAvg / factor zero-pad,Oracle / ΔW / feedback / bridge 5,total_effective_messages,3,-7200.0,0.0,-7200.0,-7200.0
b729ad24b6b0,0bcde22a1ce1,8fbe5acc92e3,FedAvg / factor zero-pad,Oracle / ΔW / feedback / bridge 5,total_effective_floats,3,-70502400.0,0.0,-70502400.0,-70502400.0
b729ad24b6b0,0bcde22a1ce1,8fbe5acc92e3,FedAvg / factor zero-pad,Oracle / ΔW / feedback / bridge 5,total_operational_messages,3,500.0,0.0,500.0,500.0
b729ad24b6b0,0bcde22a1ce1,8fbe5acc92e3,FedAvg / factor zero-pad,Oracle / ΔW / feedback / bridge 5,total_operational_floats,3,18256000.0,0.0,18256000.0,18256000.0
