context_id,variant_id,label,seed,directory,classification,personalized_accuracy,personalized_sample_weighted_accuracy,consensus_accuracy,accuracy_gap,worst_domain_accuracy,consensus_distance,total_effective_messages,total_effective_floats,total_operational_messages,total_operational_floats,wall_seconds,split_sha256,initial_state_sha256
b729ad24b6b0,cad564bfe53c,MH / ΔW / ring,44,/home/gogoi/ahlora-runs/p3-heterogeneous-delta,full_data_benchmark,0.26044485264875067,0.2604,0.0669,0.24400000000000002,0.1415,218.2443359375,1500,14688000,1500,14688000,29.552751873619854,65471b9dae74b6c433b3ba7e4444b3147a56d4a254e9da333c545a83d1371429,de4cfd8390ac1b339cd6f1e19269d3c5d05ea421427bd837190ba69865e619aa
b729ad24b6b0,658f968893fe,Oracle / ΔW / bridge 5,44,/home/gogoi/ahlora-runs/p3-heterogeneous-delta,full_data_benchmark,0.4330273301787545,0.433,0.1181,0.17049999999999998,0.3205,132.21953125,3300,32313600,2000,40288000,29.536679785698652,65471b9dae74b6c433b3ba7e4444b3147a56d4a254e9da333c545a83d1371429,de4cfd8390ac1b339cd6f1e19269d3c5d05ea421427bd837190ba69865e619aa
b729ad24b6b0,0bcde22a1ce1,FedAvg / factor zero-pad,42,/home/gogoi/ahlora-runs/p3-heterogeneous-factor,full_data_benchmark,0.048992920956938954,0.049,0.0552,0.0705,0.0025,10399.59375,10500,102816000,1500,22032000,27.018357573077083,733412b45f3f3936f7b496e4aef99f806bf53dfee64fd50600f2ade095cfe385,938074b3242e47609a659b8ff7ef0c51326bd49f3f385db5dd749f846e7954f0
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,42,/home/gogoi/ahlora-runs/p3-heterogeneous-factor,full_data_benchmark,0.2134254194224209,0.2134,0.0961,0.2075,0.092,3224.555208333333,1500,14688000,1500,14688000,26.14118560962379,733412b45f3f3936f7b496e4aef99f806bf53dfee64fd50600f2ade095cfe385,938074b3242e47609a659b8ff7ef0c51326bd49f3f385db5dd749f846e7954f0
b729ad24b6b0,d6881822b57c,Oracle / factor zero-pad / bridge 5,42,/home/gogoi/ahlora-runs/p3-heterogeneous-factor,full_data_benchmark,0.31676909293101196,0.3168,0.0937,0.1485,0.2285,2322.9963541666666,3300,32313600,2000,24480000,26.142435719259083,733412b45f3f3936f7b496e4aef99f806bf53dfee64fd50600f2ade095cfe385,938074b3242e47609a659b8ff7ef0c51326bd49f3f385db5dd749f846e7954f0
b729ad24b6b0,0bcde22a1ce1,FedAvg / factor zero-pad,43,/home/gogoi/ahlora-runs/p3-heterogeneous-factor,full_data_benchmark,0.04758911835373604,0.0476,0.056,0.07550000000000001,0.0095,5296.096875,10500,102816000,1500,22032000,27.415414477698505,e9cc2e360fd23908c40ca7a64fb3541f6d0f5e55b07b57e2b549a8f89d24d4bd,c0d5896f3a9c4a01e5afc521c072f989585fa2763dbdd549deabab57be32e2a1
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,43,/home/gogoi/ahlora-runs/p3-heterogeneous-factor,full_data_benchmark,0.24632023327675506,0.2463,0.0649,0.3045,0.127,3485.18515625,1500,14688000,1500,14688000,26.41960133239627,e9cc2e360fd23908c40ca7a64fb3541f6d0f5e55b07b57e2b549a8f89d24d4bd,c0d5896f3a9c4a01e5afc521c072f989585fa2763dbdd549deabab57be32e2a1
b729ad24b6b0,d6881822b57c,Oracle / factor zero-pad / bridge 5,43,/home/gogoi/ahlora-runs/p3-heterogeneous-factor,full_data_benchmark,0.3222670946808879,0.3223,0.0775,0.147,0.225,2360.961458333333,3300,32313600,2000,24480000,27.490596138872206,e9cc2e360fd23908c40ca7a64fb3541f6d0f5e55b07b57e2b549a8f89d24d4bd,c0d5896f3a9c4a01e5afc521c072f989585fa2763dbdd549deabab57be32e2a1
b729ad24b6b0,0bcde22a1ce1,FedAvg / factor zero-pad,44,/home/gogoi/ahlora-runs/p3-heterogeneous-factor,full_data_benchmark,0.04459391925658792,0.0446,0.0493,0.05650000000000001,0.0125,6850.666666666667,10500,102816000,1500,22032000,25.443262740038335,65471b9dae74b6c433b3ba7e4444b3147a56d4a254e9da333c545a83d1371429,de4cfd8390ac1b339cd6f1e19269d3c5d05ea421427bd837190ba69865e619aa
b729ad24b6b0,1bf906c2712a,MH / factor zero-pad / ring,44,/home/gogoi/ahlora-runs/p3-heterogeneous-factor,full_data_benchmark,0.15922384153268715,0.1592,0.0716,0.1855,0.075,3397.483333333333,1500,14688000,1500,14688000,24.934276750311255,65471b9dae74b6c433b3ba7e4444b3147a56d4a254e9da333c545a83d1371429,de4cfd8390ac1b339cd6f1e19269d3c5d05ea421427bd837190ba69865e619aa
b729ad24b6b0,d6881822b57c,Oracle / factor zero-pad / bridge 5,44,/home/gogoi/ahlora-runs/p3-heterogeneous-factor,full_data_benchmark,0.29807078442760593,0.2981,0.0726,0.06,0.268,1629.6489583333334,3300,32313600,2000,24480000,24.81181662157178,65471b9dae74b6c433b3ba7e4444b3147a56d4a254e9da333c545a83d1371429,de4cfd8390ac1b339cd6f1e19269d3c5d05ea421427bd837190ba69865e619aa
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,42,/home/gogoi/ahlora-runs/p3-heterogeneous-feedback,full_data_benchmark,0.2771755263509387,0.2771,0.0942,0.157,0.2135,143.3611328125,1500,14688000,1500,14688000,32.01958714425564,733412b45f3f3936f7b496e4aef99f806bf53dfee64fd50600f2ade095cfe385,938074b3242e47609a659b8ff7ef0c51326bd49f3f385db5dd749f846e7954f0
b729ad24b6b0,8fbe5acc92e3,Oracle / ΔW / feedback / bridge 5,42,/home/gogoi/ahlora-runs/p3-heterogeneous-feedback,full_data_benchmark,0.41657774716245477,0.4165,0.0797,0.14949999999999997,0.3415,51.834407552083334,3300,32313600,2000,40288000,31.471713094972074,733412b45f3f3936f7b496e4aef99f806bf53dfee64fd50600f2ade095cfe385,938074b3242e47609a659b8ff7ef0c51326bd49f3f385db5dd749f846e7954f0
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,43,/home/gogoi/ahlora-runs/p3-heterogeneous-feedback,full_data_benchmark,0.27477822650236444,0.2747,0.1038,0.3545,0.1175,125.50790201822916,1500,14688000,1500,14688000,31.0175554510206,e9cc2e360fd23908c40ca7a64fb3541f6d0f5e55b07b57e2b549a8f89d24d4bd,c0d5896f3a9c4a01e5afc521c072f989585fa2763dbdd549deabab57be32e2a1
b729ad24b6b0,8fbe5acc92e3,Oracle / ΔW / feedback / bridge 5,43,/home/gogoi/ahlora-runs/p3-heterogeneous-feedback,full_data_benchmark,0.40467453960707334,0.4046,0.0965,0.09350000000000003,0.372,52.07105305989583,3300,32313600,2000,40288000,31.014782762154937,e9cc2e360fd23908c40ca7a64fb3541f6d0f5e55b07b57e2b549a8f89d24d4bd,c0d5896f3a9c4a01e5afc521c072f989585fa2763dbdd549deabab57be32e2a1
b729ad24b6b0,076ae68a5277,MH / ΔW / feedback / ring,44,/home/gogoi/ahlora-runs/p3-heterogeneous-feedback,full_data_benchmark,0.24696735716225973,0.2469,0.1205,0.18649999999999997,0.1655,119.27434895833333,1500,14688000,1500,14688000,33.40511082764715,65471b9dae74b6c433b3ba7e4444b3147a56d4a254e9da333c545a83d1371429,de4cfd8390ac1b339cd6f1e19269d3c5d05ea421427bd837190ba69865e619aa
b729ad24b6b0,8fbe5acc92e3,Oracle / ΔW / feedback / bridge 5,44,/home/gogoi/ahlora-runs/p3-heterogeneous-feedback,full_data_benchmark,0.41717384550967757,0.4171,0.1074,0.17049999999999998,0.3155,61.398258463541666,3300,32313600,2000,40288000,31.337537419050932,65471b9dae74b6c433b3ba7e4444b3147a56d4a254e9da333c545a83d1371429,de4cfd8390ac1b339cd6f1e19269d3c5d05ea421427bd837190ba69865e619aa
