seed,pooled_accuracy_percent,peer_accuracy_percent,peer_minus_pooled_pp,prediction_disagreements,max_factor_abs_error,fp64_gradient_max_abs_error,peer_payload_bytes,peer_messages,wall_seconds
42,57.8,57.8,0.0,0,4.76837158203125e-07,2.220446049250313e-16,12866965440,328440,443.57658630795777
43,56.63,56.63,0.0,0,5.364418029785156e-07,3.3306690738754696e-16,12866965440,328440,412.40111606474966
44,57.25,57.25,0.0,0,5.364418029785156e-07,2.7755575615628914e-16,12866965440,328440,492.09714258648455
