seed,arm,epoch,validation_accuracy_percent,validation_correct,train_loss
42,adaptive_quality,21,54.08,2704,1.4924813740849288
42,adaptive_quality,22,54.1,2705,1.4904001165698386
42,adaptive_quality,23,54.67999999999999,2734,1.4732470122072432
42,adaptive_quality,24,54.82,2741,1.4764120165678363
42,adaptive_quality,25,54.86,2743,1.4712270044678615
42,adaptive_quality,26,54.66,2733,1.4717052958988481
42,adaptive_quality,27,54.22,2711,1.4641941574484523
42,adaptive_quality,28,54.76,2738,1.463238838963459
42,adaptive_quality,29,53.54,2677,1.4612360478762634
42,adaptive_quality,30,54.52,2726,1.4529436460983423
42,fixed_domain,1,34.02,1701,3.361322821652889
42,fixed_domain,2,43.980000000000004,2199,2.1550633309957052
42,fixed_domain,3,48.46,2423,1.8734821990120536
42,fixed_domain,4,49.74,2487,1.7414249156489312
42,fixed_domain,5,51.35999999999999,2568,1.668095110542741
42,fixed_domain,6,52.339999999999996,2617,1.6216934007583392
42,fixed_domain,7,52.459999999999994,2623,1.5895639029373725
42,fixed_domain,8,53.300000000000004,2665,1.566592926142613
42,fixed_domain,9,53.42,2671,1.5417456719417952
42,fixed_domain,10,54.22,2711,1.522385366298424
42,fixed_domain,11,53.480000000000004,2674,1.5102598894531736
42,fixed_domain,12,54.1,2705,1.494629765554683
42,fixed_domain,13,54.67999999999999,2734,1.4822355629046757
42,fixed_domain,14,54.779999999999994,2739,1.4758851622412086
42,fixed_domain,15,55.08,2754,1.468563496677329
42,fixed_domain,16,54.86,2743,1.45525916008138
42,fixed_domain,17,54.48,2724,1.452985748996089
42,fixed_domain,18,55.17999999999999,2759,1.446353253712505
42,fixed_domain,19,55.34,2767,1.4389639992987115
42,fixed_domain,20,55.42,2771,1.4351322070584323
42,fixed_domain,21,55.059999999999995,2753,1.4280833330780682
42,fixed_domain,22,55.32,2766,1.4261342425484003
42,fixed_domain,23,55.60000000000001,2780,1.4189557586370554
42,fixed_domain,24,56.18,2809,1.4143712809727425
42,fixed_domain,25,55.900000000000006,2795,1.4128961845991719
42,fixed_domain,26,55.879999999999995,2794,1.410949207879665
42,fixed_domain,27,55.379999999999995,2769,1.406321014375343
42,fixed_domain,28,55.82,2791,1.4075608487342588
42,fixed_domain,29,55.620000000000005,2781,1.4018469930672908
42,fixed_domain,30,55.26,2763,1.3963457873577458
42,adaptive_domain,1,34.02,1701,3.361322821652889
42,adaptive_domain,2,43.980000000000004,2199,2.1550633309957052
42,adaptive_domain,3,48.46,2423,1.8734821990120536
42,adaptive_domain,4,49.120000000000005,2456,1.768487835732757
42,adaptive_domain,5,50.480000000000004,2524,1.7038890915759735
42,adaptive_domain,6,50.38,2519,1.6679933012232184
42,adaptive_domain,7,51.12,2556,1.6419027586943988
42,adaptive_domain,8,51.92,2596,1.6187398984986874
42,adaptive_domain,9,51.64,2582,1.594788794361386
42,adaptive_domain,10,52.54,2627,1.5806964869159792
42,adaptive_domain,11,52.16,2608,1.5656176024691097
42,adaptive_domain,12,52.959999999999994,2648,1.5525198623377001
42,adaptive_domain,13,53.480000000000004,2674,1.545224196307858
42,adaptive_domain,14,53.14,2657,1.5362584714342322
42,adaptive_domain,15,53.98,2699,1.525779314878252
42,adaptive_domain,16,53.42,2671,1.5160069729984635
42,adaptive_domain,17,53.66,2683,1.5099993668374088
42,adaptive_domain,18,54.279999999999994,2714,1.503515496961524
42,adaptive_domain,19,53.959999999999994,2698,1.4973226503752173
42,adaptive_domain,20,53.92,2696,1.494364244369345
42,adaptive_domain,21,54.32,2716,1.4918878085081777
42,adaptive_domain,22,54.16,2708,1.489029879663802
42,adaptive_domain,23,54.400000000000006,2720,1.4736309699367267
42,adaptive_domain,24,54.50000000000001,2725,1.4762379682446105
42,adaptive_domain,25,54.559999999999995,2728,1.470724953012748
42,adaptive_domain,26,54.84,2742,1.4719705934987715
42,adaptive_domain,27,54.02,2701,1.4635697271903563
42,adaptive_domain,28,54.7,2735,1.4636097330530071
42,adaptive_domain,29,53.400000000000006,2670,1.4617747959658665
42,adaptive_domain,30,54.800000000000004,2740,1.45023000715942
43,uniform_sample,1,41.42,2071,2.9798248392959437
43,uniform_sample,2,49.419999999999995,2471,1.8661601299367017
43,uniform_sample,3,51.519999999999996,2576,1.6657661146421399
43,uniform_sample,4,53.2,2660,1.5840398123763657
43,uniform_sample,5,53.32,2666,1.5372539185385736
43,uniform_sample,6,54.76,2738,1.5052910669495974
43,uniform_sample,7,54.1,2705,1.4820096739138167
43,uniform_sample,8,54.879999999999995,2744,1.4601671594703363
43,uniform_sample,9,55.67999999999999,2784,1.4474029108538395
43,uniform_sample,10,55.48,2774,1.4334799777526823
43,uniform_sample,11,55.879999999999995,2794,1.4207076787892314
43,uniform_sample,12,56.16,2808,1.4103959376687392
43,uniform_sample,13,55.86,2793,1.4032072936183566
43,uniform_sample,14,56.42,2821,1.3949965548320673
43,uniform_sample,15,56.44,2822,1.3884400200582212
43,uniform_sample,16,55.60000000000001,2780,1.3818220027988983
43,uniform_sample,17,55.7,2785,1.375534427579658
43,uniform_sample,18,56.720000000000006,2836,1.3693565650768111
43,uniform_sample,19,57.06,2853,1.3651516031481739
43,uniform_sample,20,56.940000000000005,2847,1.360450717980112
43,uniform_sample,21,56.49999999999999,2825,1.3576762465003256
43,uniform_sample,22,56.54,2827,1.3519715658377442
43,uniform_sample,23,56.49999999999999,2825,1.3514806968980573
43,uniform_sample,24,56.18,2809,1.3450030118960783
43,uniform_sample,25,56.58,2829,1.3446588615303239
43,uniform_sample,26,57.02,2851,1.3418153800326789
43,uniform_sample,27,56.86,2843,1.339354349766444
43,uniform_sample,28,56.86,2843,1.3354212269909642
43,uniform_sample,29,57.04,2852,1.3330970802056707
43,uniform_sample,30,57.54,2877,1.3325970499459343
43,fixed_domain,1,33.800000000000004,1690,3.3464158495518896
43,fixed_domain,2,45.42,2271,2.103426290348172
43,fixed_domain,3,49.18,2459,1.8348584585060677
43,fixed_domain,4,50.96000000000001,2548,1.722777978316653
43,fixed_domain,5,52.18000000000001,2609,1.6565769325690136
43,fixed_domain,6,52.12,2606,1.6145759833753937
43,fixed_domain,7,52.76,2638,1.5832313060424394
43,fixed_domain,8,53.300000000000004,2665,1.5562800084119042
43,fixed_domain,9,53.12,2656,1.541629842019909
43,fixed_domain,10,53.400000000000006,2670,1.5234576597284526
43,fixed_domain,11,53.54,2677,1.5095504071844121
43,fixed_domain,12,55.1,2755,1.497039563268216
43,fixed_domain,13,54.16,2708,1.4913190453378484
43,fixed_domain,14,54.74,2737,1.4786380323928678
43,fixed_domain,15,54.24,2712,1.4738759006616142
43,fixed_domain,16,54.0,2700,1.4649389123387635
43,fixed_domain,17,54.900000000000006,2745,1.4602845886188973
43,fixed_domain,18,54.74,2737,1.451448485075471
43,fixed_domain,19,55.34,2767,1.4474069377773338
43,fixed_domain,20,54.76,2738,1.4419715778942428
43,fixed_domain,21,54.66,2733,1.4371581310940285
43,fixed_domain,22,54.379999999999995,2719,1.4297029640172505
43,fixed_domain,23,55.58,2779,1.4317017085597177
43,fixed_domain,24,54.879999999999995,2744,1.423285268323025
43,fixed_domain,25,54.66,2733,1.4218904300951296
43,fixed_domain,26,55.720000000000006,2786,1.4171757029425818
43,fixed_domain,27,55.08,2754,1.4154844052724953
43,fixed_domain,28,55.64,2782,1.4087445778025791
43,fixed_domain,29,55.82,2791,1.4100979108571798
43,fixed_domain,30,56.02,2801,1.4060143822879427
43,adaptive_domain,1,33.800000000000004,1690,3.3464158495518896
43,adaptive_domain,2,45.42,2271,2.103426290348172
43,adaptive_domain,3,49.18,2459,1.8348584585060677
43,adaptive_domain,4,49.58,2479,1.749249817205469
43,adaptive_domain,5,51.42,2571,1.6953021862212982
43,adaptive_domain,6,50.519999999999996,2526,1.661745104673836
43,adaptive_domain,7,51.580000000000005,2579,1.6350571057835386
43,adaptive_domain,8,51.480000000000004,2574,1.6129692942884233
43,adaptive_domain,9,51.019999999999996,2551,1.5976045703389579
43,adaptive_domain,10,53.04,2652,1.585715309357643
43,adaptive_domain,11,52.239999999999995,2612,1.56674788298462
43,adaptive_domain,12,53.42,2671,1.555554144565016
43,adaptive_domain,13,53.04,2652,1.541026855989054
43,adaptive_domain,14,53.76,2688,1.5354510185847265
43,adaptive_domain,15,53.12,2656,1.5246348262853922
43,adaptive_domain,16,52.980000000000004,2649,1.5235685824957987
43,adaptive_domain,17,53.04,2652,1.5176974730872757
43,adaptive_domain,18,53.480000000000004,2674,1.5074140823138968
43,adaptive_domain,19,54.800000000000004,2740,1.4985540532325705
43,adaptive_domain,20,54.17999999999999,2709,1.4918765330084134
43,adaptive_domain,21,54.2,2710,1.49070629231847
43,adaptive_domain,22,52.94,2647,1.4895885605880783
43,adaptive_domain,23,54.50000000000001,2725,1.488014433819811
43,adaptive_domain,24,53.16,2658,1.4815126064487163
43,adaptive_domain,25,53.839999999999996,2692,1.4735564257866807
43,adaptive_domain,26,54.82,2741,1.4751022772727793
43,adaptive_domain,27,54.17999999999999,2709,1.4706571414005012
43,adaptive_domain,28,54.24,2712,1.4690711170502142
43,adaptive_domain,29,54.74,2737,1.460541207234396
43,adaptive_domain,30,54.16,2708,1.4591117914793548
44,uniform_sample,1,41.86,2093,2.9213178620136446
44,uniform_sample,2,49.4,2470,1.854448330100212
44,uniform_sample,3,52.04,2602,1.6633187032332022
44,uniform_sample,4,53.44,2672,1.5844338695421816
44,uniform_sample,5,54.98,2749,1.536358362145484
44,uniform_sample,6,54.7,2735,1.5065044930861953
44,uniform_sample,7,55.82,2791,1.4811699649156382
44,uniform_sample,8,55.42,2771,1.4614939895392292
44,uniform_sample,9,55.60000000000001,2780,1.4463682470683215
44,uniform_sample,10,55.67999999999999,2784,1.4326513252956223
44,uniform_sample,11,56.2,2810,1.4217410791024876
44,uniform_sample,12,56.379999999999995,2819,1.4132666200592494
44,uniform_sample,13,56.279999999999994,2814,1.4073050523330355
44,uniform_sample,14,56.14,2807,1.3970960186215893
44,uniform_sample,15,56.2,2810,1.389769903790128
44,uniform_sample,16,56.84,2842,1.3835346824498977
44,uniform_sample,17,56.720000000000006,2836,1.377159680478377
44,uniform_sample,18,56.02,2801,1.3714028336913118
44,uniform_sample,19,56.86,2843,1.3688533451312066
44,uniform_sample,20,57.16,2858,1.364383257625982
44,uniform_sample,21,56.32,2816,1.35812170932473
44,uniform_sample,22,56.58,2829,1.3572380365493577
44,uniform_sample,23,56.92,2846,1.3519820705442172
44,uniform_sample,24,56.99999999999999,2850,1.3504583975085123
44,uniform_sample,25,56.10000000000001,2805,1.3459191483448778
44,uniform_sample,26,57.18,2859,1.3456308394835848
44,uniform_sample,27,56.82000000000001,2841,1.3413434435609315
44,uniform_sample,28,56.940000000000005,2847,1.3394227244585546
44,uniform_sample,29,56.48,2824,1.3358929039454295
44,uniform_sample,30,56.36,2818,1.3353408245084808
44,fixed_domain,1,34.8,1740,3.255377948749728
44,fixed_domain,2,44.2,2210,2.0948640635076496
44,fixed_domain,3,48.120000000000005,2406,1.8314879841158787
44,fixed_domain,4,50.18,2509,1.7202750917928087
44,fixed_domain,5,51.22,2561,1.6540157270521754
44,fixed_domain,6,51.980000000000004,2599,1.6149313422253873
44,fixed_domain,7,53.339999999999996,2667,1.576843154804574
44,fixed_domain,8,53.12,2656,1.55739806918417
44,fixed_domain,9,53.12,2656,1.537831844959346
44,fixed_domain,10,53.800000000000004,2690,1.5199737187326212
44,fixed_domain,11,53.959999999999994,2698,1.5064346718425785
44,fixed_domain,12,54.6,2730,1.4956399220563472
44,fixed_domain,13,54.620000000000005,2731,1.4905840234942733
44,fixed_domain,14,54.459999999999994,2723,1.4784344518729593
44,fixed_domain,15,55.02,2751,1.4652455754005453
44,fixed_domain,16,55.2,2760,1.4569057664008125
44,fixed_domain,17,55.17999999999999,2759,1.4521400256743615
44,fixed_domain,18,55.44,2772,1.4468779269188332
44,fixed_domain,19,55.42,2771,1.4393668560830153
44,fixed_domain,20,55.92,2796,1.4343867881272427
44,fixed_domain,21,55.02,2751,1.4313726654466965
44,fixed_domain,22,55.66,2783,1.4273760781351819
44,fixed_domain,23,55.46,2773,1.4228185959787418
44,fixed_domain,24,55.52,2776,1.4207385243977058
44,fixed_domain,25,55.76,2788,1.413591552130464
44,fixed_domain,26,56.24,2812,1.4150144588646376
44,fixed_domain,27,55.98,2799,1.407460634382545
44,fixed_domain,28,55.86,2793,1.4062094847067776
44,fixed_domain,29,56.620000000000005,2831,1.4012345474670849
44,fixed_domain,30,56.42,2821,1.3993135232587242
44,adaptive_domain,1,34.8,1740,3.255377948749728
44,adaptive_domain,2,44.2,2210,2.0948640635076496
44,adaptive_domain,3,48.120000000000005,2406,1.8314879841158787
44,adaptive_domain,4,49.76,2488,1.7458462133150963
44,adaptive_domain,5,50.660000000000004,2533,1.6904907030922878
44,adaptive_domain,6,51.32,2566,1.658820519539093
44,adaptive_domain,7,52.2,2610,1.6281420457413627
44,adaptive_domain,8,51.839999999999996,2592,1.6132157078018206
44,adaptive_domain,9,52.12,2606,1.5901125455098641
44,adaptive_domain,10,52.66,2633,1.5737363026040916
44,adaptive_domain,11,52.1,2605,1.564279602994987
44,adaptive_domain,12,53.76,2688,1.5479681651626611
44,adaptive_domain,13,53.400000000000006,2670,1.5379179274934034
44,adaptive_domain,14,53.1,2655,1.5301628195116723
44,adaptive_domain,15,53.22,2661,1.5213224892627242
44,adaptive_domain,16,54.64,2732,1.5135312871791577
44,adaptive_domain,17,54.559999999999995,2728,1.5041167328429952
44,adaptive_domain,18,54.54,2727,1.5018923984847807
44,adaptive_domain,19,54.779999999999994,2739,1.4970667973692116
44,adaptive_domain,20,54.82,2741,1.4888639771500085
44,adaptive_domain,21,53.72,2686,1.4817988426496327
44,adaptive_domain,22,54.66,2733,1.4777419318992775
44,adaptive_domain,23,54.22,2711,1.4761379456645498
44,adaptive_domain,24,54.54,2727,1.4731728951085514
44,adaptive_domain,25,54.82,2741,1.4663513961068044
44,adaptive_domain,26,55.2,2760,1.4678236665933082
44,adaptive_domain,27,55.779999999999994,2789,1.467151075110129
44,adaptive_domain,28,55.36,2768,1.4587963570003346
44,adaptive_domain,29,55.900000000000006,2795,1.4519626632311382
44,adaptive_domain,30,56.14,2807,1.4568918941717388
43,pooled,1,41.42,2071,2.9798248505486384
43,pooled,2,49.419999999999995,2471,1.86616013768514
43,pooled,3,51.519999999999996,2576,1.66576611650255
43,pooled,4,53.2,2660,1.584039813317193
43,pooled,5,53.32,2666,1.5372539180119833
43,pooled,6,54.76,2738,1.5052910778893365
43,pooled,7,54.1,2705,1.4820096892462837
43,pooled,8,54.879999999999995,2744,1.460167164738973
43,pooled,9,55.67999999999999,2784,1.4474029114405313
43,pooled,10,55.48,2774,1.4334799835628933
43,pooled,11,55.879999999999995,2794,1.4207076884375678
43,pooled,12,56.16,2808,1.4103959626939562
43,pooled,13,55.86,2793,1.4032073071161906
43,pooled,14,56.42,2821,1.3949965719011095
43,pooled,15,56.44,2822,1.3884400444666545
43,pooled,16,55.60000000000001,2780,1.3818220297071668
43,pooled,17,55.7,2785,1.3755344342337714
43,pooled,18,56.720000000000006,2836,1.3693565594567192
43,pooled,19,57.06,2853,1.365151599184672
43,pooled,20,56.940000000000005,2847,1.360450745561388
43,pooled,21,56.49999999999999,2825,1.3576762431038751
43,pooled,22,56.54,2827,1.3519715775383843
43,pooled,23,56.49999999999999,2825,1.3514807084825304
43,pooled,24,56.18,2809,1.3450030152214898
43,pooled,25,56.58,2829,1.344658868514167
43,pooled,26,57.02,2851,1.341815386305915
43,pooled,27,56.86,2843,1.3393543681674533
43,pooled,28,56.86,2843,1.3354212322235108
43,pooled,29,57.04,2852,1.3330970808664957
43,pooled,30,57.54,2877,1.3325970664342244
44,pooled,1,41.86,2093,2.9213178461710614
44,pooled,2,49.4,2470,1.8544483260260687
44,pooled,3,52.04,2602,1.6633187012566462
44,pooled,4,53.44,2672,1.5844338659922281
44,pooled,5,54.98,2749,1.5363583626217312
44,pooled,6,54.7,2735,1.5065044935862224
44,pooled,7,55.82,2791,1.4811699591318765
44,pooled,8,55.42,2771,1.4614939878251818
44,pooled,9,55.60000000000001,2780,1.4463682564417522
44,pooled,10,55.67999999999999,2784,1.4326513171301947
44,pooled,11,56.2,2810,1.4217410795211791
44,pooled,12,56.379999999999995,2819,1.4132666251500448
44,pooled,13,56.279999999999994,2814,1.4073050562116836
44,pooled,14,56.14,2807,1.397096015548706
44,pooled,15,56.2,2810,1.3897699120839437
44,pooled,16,56.84,2842,1.3835346823162502
44,pooled,17,56.720000000000006,2836,1.3771596847110323
44,pooled,18,56.02,2801,1.3714028324551053
44,pooled,19,56.86,2843,1.368853342543708
44,pooled,20,57.16,2858,1.3643832556618585
44,pooled,21,56.32,2816,1.3581217219670614
44,pooled,22,56.58,2829,1.357238021659851
44,pooled,23,56.92,2846,1.3519820698208278
44,pooled,24,56.99999999999999,2850,1.3504583922280207
44,pooled,25,56.10000000000001,2805,1.34591913517846
44,pooled,26,57.18,2859,1.3456308248096043
44,pooled,27,56.82000000000001,2841,1.3413434398863051
44,pooled,28,56.940000000000005,2847,1.3394227247026231
44,pooled,29,56.48,2824,1.335892905277676
44,pooled,30,56.36,2818,1.3353408235549926
42,pooled,1,41.18,2059,2.983542214796278
42,pooled,2,48.68,2434,1.872911522907681
42,pooled,3,51.800000000000004,2590,1.6811290341695149
42,pooled,4,53.04,2652,1.5987316366195679
42,pooled,5,53.800000000000004,2690,1.5504839280658298
42,pooled,6,54.04,2702,1.5193951526006062
42,pooled,7,54.67999999999999,2734,1.494438654030694
42,pooled,8,55.16,2758,1.4735823490566677
42,pooled,9,55.24,2762,1.4585943069881864
42,pooled,10,55.720000000000006,2786,1.4454724441316393
42,pooled,11,55.60000000000001,2780,1.4333753696653577
42,pooled,12,56.44,2822,1.422277233420478
42,pooled,13,57.220000000000006,2861,1.4134785912619696
42,pooled,14,57.04,2852,1.4054480457729763
42,pooled,15,56.54,2827,1.3980166811625163
42,pooled,16,56.879999999999995,2844,1.3910808211220635
42,pooled,17,56.36,2818,1.3865086172951593
42,pooled,18,57.26,2863,1.380721054373847
42,pooled,19,56.779999999999994,2839,1.3747640689637926
42,pooled,20,57.26,2863,1.3705721654574077
42,pooled,21,56.76,2838,1.3649728954103257
42,pooled,22,57.28,2864,1.3629448971854317
42,pooled,23,57.58,2879,1.3596784919314915
42,pooled,24,57.3,2865,1.3559388308207194
42,pooled,25,57.220000000000006,2861,1.3531543649249607
42,pooled,26,57.58,2879,1.3507657871670193
42,pooled,27,57.220000000000006,2861,1.347784433809916
42,pooled,28,57.16,2858,1.3456454126358033
42,pooled,29,57.220000000000006,2861,1.3419392450120713
42,pooled,30,57.64,2882,1.340494846343994
